#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3A96E3E3549C94FF-12E00A479F422B2B
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:56	Run time	0:01:43:05
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#2110 - >Tb927.8.1910	multi-dom	236039	1	385	0	544.014	PRK07522	PRK07522	 - 	 - 
Q#2111 - >Tb927.8.1510	specific	238167	76	281	4.21933e-93	282.451	cd00268	DEADc	 - 	cl21455
Q#2111 - >Tb927.8.1510	specific	238034	293	423	1.0063e-41	145.458	cd00079	HELICc	 - 	cl21455
Q#2111 - >Tb927.8.1510	multi-dom	214692	89	288	1.14043e-52	177.299	smart00487	DEXDc	 - 	 - 
Q#2112 - >Tb927.8.1090	specific	143392	344	456	3.31965e-22	91.0795	cd05402	NT_PAP_TUTase	 - 	cl11966
Q#2112 - >Tb927.8.1090	specific	281779	518	592	3.93239e-07	46.4	pfam03828	PAP_assoc	 - 	cl04280
Q#2113 - >Tb927.8.920	specific	238117	17	159	1.64357e-52	162.757	cd00195	UBCc	 - 	cl00154
Q#2113 - >Tb927.8.920	multi-dom	227410	17	159	2.1239e-53	165.514	COG5078	COG5078	 - 	 - 
Q#2114 - >Tb927.8.710	superfamily	302621	534	615	1.75526e-07	49.0101	cl17169	RRM_SF superfamily	 - 	 - 
Q#2114 - >Tb927.8.710	specific	214636	1057	1146	3.53454e-06	44.8919	smart00360	RRM	 - 	cl17169
Q#2114 - >Tb927.8.710	multi-dom	223796	1055	1146	0.000126977	44.1674	COG0724	RRM	NC	 - 
Q#2115 - >Tb927.7.7360	specific	270823	46	328	4.88463e-176	488.145	cd07829	STKc_CDK_like	 - 	cl21453
Q#2115 - >Tb927.7.7360	multi-dom	177649	44	332	6.50646e-126	361.828	PLN00009	PLN00009	 - 	 - 
Q#2116 - >Tb927.7.5900	specific	176355	5	116	2.3585e-54	163.946	cd01611	GABARAP	 - 	cl00155
Q#2117 - >Tb927.7.5580	specific	281617	35	206	4.47269e-97	279.009	pfam03637	Mob1_phocein	 - 	cl04190
Q#2118 - >Tb927.4.5020	specific	259848	18	855	0	1227.78	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#2118 - >Tb927.4.5020	superfamily	277468	1055	1472	6.56028e-141	441.259	cl11429	RNAP_largest_subunit_C superfamily	 - 	 - 
Q#2118 - >Tb927.4.5020	specific	282801	875	1076	1.25087e-58	199.228	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#2118 - >Tb927.4.5020	multi-dom	236292	10	883	0	786.356	PRK08566	PRK08566	 - 	 - 
Q#2118 - >Tb927.4.5020	multi-dom	282807	809	1424	0	555.089	pfam04998	RNA_pol_Rpb1_5	 - 	 - 
Q#2118 - >Tb927.4.5020	multi-dom	293666	1537	1754	4.08936e-05	45.9751	pfam17061	PARM	C	 - 
Q#2119 - >Tb927.4.4820	superfamily	294310	76	489	0	520.194	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#2119 - >Tb927.4.4820	multi-dom	223884	75	477	2.20883e-23	100.804	COG0814	SdaC	 - 	 - 
Q#2120 - >Tb927.4.4680	specific	212551	71	176	1.82718e-25	93.0995	cd11713	GINS_A_psf3	 - 	cl17012
Q#2121 - >Tb927.4.4310	superfamily	302817	149	227	0.000523012	39.1624	cl19297	Dor1 superfamily	N	 - 
Q#2122 - >Tb927.4.4230	superfamily	302621	106	190	6.40178e-08	48.8885	cl17169	RRM_SF superfamily	 - 	 - 
Q#2122 - >Tb927.4.4230	multi-dom	223796	106	171	0.00358275	38.7746	COG0724	RRM	NC	 - 
Q#2124 - >Tb927.4.3160	specific	153255	604	812	3.84364e-87	279.843	cd07993	LPLAT_DHAPAT-like	 - 	cl17185
Q#2124 - >Tb927.4.3160	multi-dom	240389	4	1242	0	1727.03	PTZ00374	PTZ00374	 - 	 - 
Q#2125 - >Tb927.4.2670	superfamily	294167	10	220	3.83629e-11	58.8182	cl00237	Peptidase_C15 superfamily	 - 	 - 
Q#2126 - >Tb927.4.2260	specific	238008	115	176	2.39302e-17	71.0397	cd00051	EFh	 - 	cl08302
Q#2126 - >Tb927.4.2260	specific	290141	39	68	2.94535e-05	38.329	pfam13405	EF-hand_6	 - 	cl23634
Q#2126 - >Tb927.4.2260	multi-dom	185503	22	176	2.45035e-60	183.737	PTZ00183	PTZ00183	 - 	 - 
Q#2127 - >Tb927.4.1990	specific	289293	579	625	4.67013e-12	59.4192	pfam12513	SUV3_C	 - 	cl13893
Q#2127 - >Tb927.4.1990	specific	278689	280	403	1.62834e-10	57.2405	pfam00271	Helicase_C	 - 	cl21455
Q#2127 - >Tb927.4.1990	specific	238005	133	224	0.000830779	38.8576	cd00046	DEXDc	 - 	cl21455
Q#2128 - >Tb927.4.1930	specific	240854	186	263	1.47132e-25	94.9138	cd12408	RRM_eIF3G_like	 - 	cl17169
Q#2128 - >Tb927.4.1930	superfamily	301092	39	87	0.000442849	37.6492	cl13749	eIF3G superfamily	C	 - 
Q#2128 - >Tb927.4.1930	multi-dom	223796	118	266	1.8484e-08	53.027	COG0724	RRM	C	 - 
Q#2130 - >Tb927.4.1540	specific	187538	131	425	2.95366e-96	292.251	cd05227	AR_SDR_e	 - 	cl21454
Q#2130 - >Tb927.4.1540	multi-dom	223528	132	467	1.3874e-26	108.491	COG0451	WcaG	 - 	 - 
Q#2131 - >Tb927.4.1500	specific	238005	1355	1495	9.38958e-23	95.0968	cd00046	DEXDc	 - 	cl21455
Q#2131 - >Tb927.4.1500	specific	214852	1791	1874	4.42424e-13	64.9821	smart00847	HA2	 - 	cl04503
Q#2131 - >Tb927.4.1500	specific	278689	1597	1720	2.44205e-10	58.3961	pfam00271	Helicase_C	 - 	cl21455
Q#2131 - >Tb927.4.1500	specific	278464	1025	1093	9.5624e-09	52.2595	pfam00035	dsrm	 - 	cl00054
Q#2131 - >Tb927.4.1500	superfamily	285018	1914	2043	3.12516e-08	52.336	cl06657	OB_NTP_bind superfamily	 - 	 - 
Q#2131 - >Tb927.4.1500	multi-dom	224557	1302	1881	9.26779e-132	434.825	COG1643	HrpA	C	 - 
Q#2132 - >Tb927.4.450	specific	281977	328	750	5.68497e-127	395.425	pfam04053	Coatomer_WDAD	 - 	cl24022
Q#2132 - >Tb927.4.450	superfamily	284395	830	1188	8.07721e-96	310.737	cl18502	COPI_C superfamily	 - 	 - 
Q#2132 - >Tb927.4.450	specific	238121	9	307	1.08783e-68	231.07	cd00200	WD40	 - 	cl02567
Q#2132 - >Tb927.4.450	multi-dom	225201	10	281	3.97371e-39	151.395	COG2319	WD40	NC	 - 
Q#2133 - >Tb927.4.420	specific	270713	2009	2292	9.48852e-156	481.212	cd05169	PIKKc_TOR	 - 	cl21453
Q#2133 - >Tb927.4.420	specific	285924	1869	1966	6.44824e-38	136.545	pfam08771	Rapamycin_bind	 - 	cl07398
Q#2133 - >Tb927.4.420	specific	288698	737	891	4.30623e-20	88.0388	pfam11865	DUF3385	 - 	cl20434
Q#2133 - >Tb927.4.420	specific	280430	2387	2412	1.0292e-07	48.5315	pfam02260	FATC	 - 	cl03505
Q#2133 - >Tb927.4.420	multi-dom	227365	423	2412	1.24205e-91	332.133	COG5032	TEL1	 - 	 - 
Q#2134 - >Tb927.4.400	specific	240668	136	209	5.40972e-17	73.4933	cd00590	RRM_SF	 - 	cl17169
Q#2134 - >Tb927.4.400	specific	214636	50	105	8.18517e-14	64.5371	smart00360	RRM	 - 	cl17169
Q#2134 - >Tb927.4.400	multi-dom	273741	49	380	5.61714e-17	79.9844	TIGR01661	ELAV_HUD_SF	 - 	 - 
Q#2135 - >Tb927.9.15590	multi-dom	293336	39	212	5.02481e-47	155.969	pfam16731	GARP	 - 	 - 
Q#2136 - >Tb927.9.15510	multi-dom	293336	39	222	1.15857e-44	149.036	pfam16731	GARP	 - 	 - 
Q#2137 - >Tb927.9.13280	specific	240841	250	323	3.15519e-30	110.328	cd12395	RRM2_RBM34	 - 	cl17169
Q#2137 - >Tb927.9.13280	superfamily	302621	132	236	3.22938e-20	83.4634	cl17169	RRM_SF superfamily	 - 	 - 
Q#2138 - >Tb927.9.12570	specific	198347	3	501	0	767.536	cd07769	FGGY_GK	 - 	cl17037
Q#2138 - >Tb927.9.12570	multi-dom	240348	1	512	0	849.647	PTZ00294	PTZ00294	 - 	 - 
Q#2140 - >Tb927.9.11740	superfamily	294131	1	169	9.47408e-68	202.281	cl00197	cyclophilin superfamily	 - 	 - 
Q#2142 - >Tb927.9.10340	multi-dom	290254	41	453	1.42367e-38	143.991	pfam13520	AA_permease_2	 - 	 - 
Q#2143 - >Tb927.9.10310	specific	278578	20	109	2.97048e-19	79.6227	pfam00153	Mito_carr	 - 	cl02813
Q#2143 - >Tb927.9.10310	superfamily	278578	126	211	4.00207e-09	51.8883	cl02813	Mito_carr superfamily	 - 	 - 
Q#2143 - >Tb927.9.10310	superfamily	278578	229	303	6.80529e-05	39.9471	cl02813	Mito_carr superfamily	 - 	 - 
Q#2144 - >Tb927.9.9970	specific	289055	235	439	2.45013e-63	201.653	pfam12251	zf-SNAP50_C	 - 	cl13659
Q#2144 - >Tb927.9.9970	superfamily	182904	34	115	0.00346855	36.1532	cl23284	PRK11020 superfamily	C	 - 
Q#2145 - >Tb927.9.8210	specific	238271	70	232	8.85899e-35	123.365	cd00487	Pep_deformylase	 - 	cl00234
Q#2146 - >Tb927.9.8070	specific	185498	1	213	2.8474e-152	419.437	PTZ00173	PTZ00173	 - 	cl00353
Q#2147 - >Tb927.9.6060	specific	282612	23	107	1.43598e-30	108.462	pfam04777	Evr1_Alr	 - 	cl02107
Q#2148 - >Tb927.9.5040	specific	278654	668	905	2.70015e-96	301.384	pfam00233	PDEase_I	 - 	cl21469
Q#2148 - >Tb927.9.5040	specific	214500	234	383	1.29408e-20	87.8219	smart00065	GAF	 - 	cl21515
Q#2148 - >Tb927.9.5040	specific	214500	407	554	2.1399e-20	87.4367	smart00065	GAF	 - 	cl21515
Q#2149 - >Tb927.9.4190	superfamily	302604	120	695	0	531.352	cl17068	AFD_class_I superfamily	 - 	 - 
Q#2149 - >Tb927.9.4190	multi-dom	240316	1	698	0	1259.5	PTZ00216	PTZ00216	 - 	 - 
Q#2150 - >Tb927.9.3970	specific	240363	1	204	1.78805e-112	318.549	PTZ00331	PTZ00331	 - 	cl00220
Q#2151 - >Tb927.11.16890	multi-dom	173412	969	1148	5.88817e-05	47.0579	PTZ00121	PTZ00121	NC	 - 
Q#2151 - >Tb927.11.16890	multi-dom	223039	417	830	0.000422444	44.0065	PHA03307	PHA03307	C	 - 
Q#2151 - >Tb927.11.16890	multi-dom	274256	1678	1957	0.00770492	40.1708	TIGR02680	TIGR02680	NC	 - 
Q#2152 - >Tb927.11.16830	superfamily	304359	7	116	2.24521e-05	40.9371	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#2152 - >Tb927.11.16830	multi-dom	224025	6	126	2.14428e-07	48.4183	COG1100	Gem1	C	 - 
Q#2155 - >Tb927.7.4770	superfamily	294131	13	171	6.93877e-96	273.364	cl00197	cyclophilin superfamily	 - 	 - 
Q#2157 - >Tb927.7.2100	superfamily	294206	224	657	7.14396e-99	303.673	cl00292	AANH_like superfamily	 - 	 - 
Q#2157 - >Tb927.7.2100	specific	153213	12	193	1.14056e-85	264.783	cd01742	GATase1_GMP_Synthase	 - 	cl00020
Q#2157 - >Tb927.7.2100	multi-dom	234614	10	658	2.578e-160	469.143	PRK00074	guaA	 - 	 - 
Q#2158 - >Tb927.7.1900	superfamily	304357	11	289	1.40597e-103	302.479	cl21453	PKc_like superfamily	 - 	 - 
Q#2158 - >Tb927.7.1900	multi-dom	214567	4	289	5.8061e-80	241.28	smart00220	S_TKc	 - 	 - 
Q#2159 - >Tb927.7.1030	specific	212667	38	438	3.64918e-97	306.462	cd10170	HSP70_NBD	 - 	cl17037
Q#2159 - >Tb927.7.1030	multi-dom	223520	36	616	3.17644e-78	263.05	COG0443	DnaK	 - 	 - 
Q#2161 - >Tb927.1.3950	specific	99734	101	494	1.69119e-54	185.623	cd00609	AAT_like	 - 	cl18945
Q#2161 - >Tb927.1.3950	multi-dom	240391	13	504	0	859.268	PTZ00377	PTZ00377	 - 	 - 
Q#2162 - >Tb927.1.1690	specific	279030	271	361	1.11771e-07	49.2023	pfam00636	Ribonuclease_3	 - 	cl00258
Q#2163 - >Tb927.1.1630	specific	282923	6	81	8.46478e-22	81.8527	pfam05129	Elf1	 - 	cl02038
Q#2164 - >Tb927.3.4810	specific	212549	66	205	6.90205e-30	108.081	cd11711	GINS_A_Sld5	 - 	cl17012
Q#2164 - >Tb927.3.4810	specific	293527	231	283	2.79246e-11	56.3481	pfam16922	SLD5_C	 - 	cl25199
Q#2164 - >Tb927.3.4810	multi-dom	227418	43	283	8.18813e-24	95.0326	COG5086	COG5086	 - 	 - 
Q#2165 - >Tb927.3.3900	specific	279140	16	607	0	553.642	pfam00755	Carn_acyltransf	 - 	cl08288
Q#2166 - >Tb927.3.3850	superfamily	301350	780	962	1.03043e-14	75.372	cl14807	ACE1-Sec16-like superfamily	C	 - 
Q#2167 - >Tb927.3.3670	specific	214636	399	470	4.94779e-18	77.2487	smart00360	RRM	 - 	cl17169
Q#2167 - >Tb927.3.3670	specific	240668	120	196	1.41126e-06	44.9885	cd00590	RRM_SF	 - 	cl17169
Q#2167 - >Tb927.3.3670	specific	240668	224	294	1.01282e-05	42.2921	cd00590	RRM_SF	 - 	cl17169
Q#2167 - >Tb927.3.3670	multi-dom	223796	399	515	2.71834e-12	66.509	COG0724	RRM	NC	 - 
Q#2168 - >Tb927.3.3480	specific	240692	7	84	3.71425e-39	124.563	cd12246	RRM1_U1A_like	 - 	cl17169
Q#2168 - >Tb927.3.3480	multi-dom	223796	3	84	2.80694e-08	48.7898	COG0724	RRM	NC	 - 
Q#2169 - >Tb927.3.3340	specific	278654	430	668	2.97628e-97	297.532	pfam00233	PDEase_I	 - 	cl21469
Q#2170 - >Tb927.3.3180	multi-dom	223039	554	896	0.00368099	39.7693	PHA03307	PHA03307	C	 - 
Q#2171 - >Tb927.3.2960	superfamily	294156	1	327	0	611.482	cl00226	nuc_hydro superfamily	 - 	 - 
Q#2172 - >Tb927.3.2470	superfamily	277559	133	398	5.02306e-06	47.2011	cl21719	Pumilio superfamily	 - 	 - 
Q#2173 - >Tb927.3.2340	specific	282595	50	261	4.80346e-32	117.845	pfam04757	Pex2_Pex12	 - 	cl04727
Q#2173 - >Tb927.3.2340	specific	214546	278	320	0.000182243	37.1033	smart00184	RING	 - 	cl17238
Q#2176 - >Tb927.3.1590	specific	290211	293	339	0.00897441	36.703	pfam13476	AAA_23	C	cl21455
Q#2176 - >Tb927.3.1590	multi-dom	286856	54	509	0	634.285	pfam09818	ABC_ATPase	 - 	 - 
Q#2177 - >Tb927.3.1110	superfamily	284512	180	252	0.000184675	40.7581	cl22909	TBPIP superfamily	N	 - 
Q#2177 - >Tb927.3.1110	multi-dom	287236	19	275	3.06893e-124	361.114	pfam10234	Cluap1	 - 	 - 
Q#2178 - >Tb927.2.6240	superfamily	301621	18	462	4.92008e-88	274.288	cl15430	Nucleoside_tran superfamily	 - 	 - 
Q#2179 - >Tb927.2.5800	specific	238214	12	326	5.81708e-110	321.424	cd00354	FBPase	 - 	cl00289
Q#2180 - >Tb927.2.5240	superfamily	295369	220	504	5.05811e-18	83.1532	cl02567	WD40 superfamily	 - 	 - 
Q#2180 - >Tb927.2.5240	specific	285771	68	121	3.31151e-17	74.4697	pfam08606	Prp19	 - 	cl07284
Q#2180 - >Tb927.2.5240	specific	128780	1	59	2.21757e-15	69.1861	smart00504	Ubox	 - 	cl17238
Q#2180 - >Tb927.2.5240	multi-dom	225201	232	506	2.74348e-12	67.4211	COG2319	WD40	N	 - 
Q#2181 - >Tb927.2.4540	specific	212464	2	79	1.72063e-29	99.9329	cd01717	Sm_B	 - 	cl00259
Q#2183 - >Tb927.2.3180	specific	273253	782	816	0.000624516	36.6643	TIGR00756	PPR	 - 	cl03252
Q#2183 - >Tb927.2.3180	superfamily	295754	704	737	0.00176791	35.398	cl03252	PPR superfamily	 - 	 - 
Q#2183 - >Tb927.2.3180	specific	273253	573	606	0.00195651	35.5087	TIGR00756	PPR	 - 	cl03252
Q#2183 - >Tb927.2.3180	specific	273253	929	960	0.00589837	33.9679	TIGR00756	PPR	 - 	cl03252
Q#2183 - >Tb927.2.3180	multi-dom	289786	708	758	7.05978e-08	48.1688	pfam13041	PPR_2	 - 	 - 
Q#2183 - >Tb927.2.3180	multi-dom	289786	744	793	2.08246e-06	44.3168	pfam13041	PPR_2	 - 	 - 
Q#2183 - >Tb927.2.3180	multi-dom	289786	780	828	2.9364e-06	43.9316	pfam13041	PPR_2	 - 	 - 
Q#2183 - >Tb927.2.3180	multi-dom	289786	397	445	0.000267676	38.1536	pfam13041	PPR_2	 - 	 - 
Q#2183 - >Tb927.2.3180	multi-dom	289786	574	618	2.20159e-07	47.0132	pfam13041	PPR_2	 - 	 - 
Q#2183 - >Tb927.2.3180	multi-dom	289786	432	474	0.00190148	35.8424	pfam13041	PPR_2	 - 	 - 
Q#2184 - >Tb927.2.2510	superfamily	295739	9	265	7.89161e-08	50.6699	cl03224	Porin3 superfamily	 - 	 - 
Q#2185 - >Tb927.11.15600	superfamily	302587	73	360	1.72558e-63	209.361	cl17011	Arginase_HDAC superfamily	 - 	 - 
Q#2186 - >Tb927.11.15020	specific	280872	91	193	4.09876e-59	179.542	pfam02777	Sod_Fe_C	 - 	cl03708
Q#2186 - >Tb927.11.15020	superfamily	278509	2	84	1.95615e-23	88.1191	cl02809	Sod_Fe_N superfamily	 - 	 - 
Q#2186 - >Tb927.11.15020	multi-dom	223678	1	195	1.11761e-91	265.669	COG0605	SodA	 - 	 - 
Q#2187 - >Tb927.11.14950	specific	238122	21	51	5.07456e-11	52.5302	cd00201	WW	 - 	cl00157
Q#2188 - >Tb927.11.14790	superfamily	304359	105	252	5.41399e-31	124.024	cl21455	P-loop_NTPase superfamily	C	 - 
Q#2188 - >Tb927.11.14790	superfamily	304668	704	745	0.00209475	35.5987	cl22977	UvrD_C_2 superfamily	 - 	 - 
Q#2188 - >Tb927.11.14790	multi-dom	214640	119	245	5.09208e-05	42.7457	smart00382	AAA	 - 	 - 
Q#2189 - >Tb927.11.14030	specific	238003	50	107	0.00437739	34.1365	cd00043	CYCLIN	C	cl00050
Q#2190 - >Tb927.11.13290	specific	280604	29	135	1.01474e-13	62.1772	pfam02466	Tim17	 - 	cl02381
Q#2193 - >Tb927.11.11360	specific	238121	7	312	1.65733e-86	260.345	cd00200	WD40	 - 	cl02567
Q#2193 - >Tb927.11.11360	multi-dom	225201	8	315	7.63514e-43	152.165	COG2319	WD40	N	 - 
Q#2194 - >Tb927.11.11100	specific	140351	1	147	4.03332e-91	259.774	PTZ00330	PTZ00330	 - 	cl17182
Q#2194 - >Tb927.11.11100	multi-dom	290398	3	136	0.000310094	36.9508	pfam13673	Acetyltransf_10	 - 	 - 
Q#2195 - >Tb927.11.10750	specific	214713	38	218	2.17503e-13	67.7707	smart00543	MIF4G	 - 	cl02652
Q#2195 - >Tb927.11.10750	superfamily	295416	344	449	1.12429e-11	60.361	cl02653	MA3 superfamily	 - 	 - 
Q#2196 - >Tb927.11.8950	superfamily	238064	71	294	6.99885e-24	101.663	cl23707	LRR_RI superfamily	N	 - 
Q#2196 - >Tb927.11.8950	multi-dom	292185	404	710	0.00152569	40.2335	pfam15548	DUF4655	C	 - 
Q#2197 - >Tb927.11.8870	specific	238167	119	315	3.98357e-76	238.153	cd00268	DEADc	 - 	cl21455
Q#2197 - >Tb927.11.8870	specific	238034	336	474	1.22512e-32	120.035	cd00079	HELICc	 - 	cl21455
Q#2197 - >Tb927.11.8870	multi-dom	185609	116	497	9.33719e-54	185.8	PTZ00424	PTZ00424	 - 	 - 
Q#2198 - >Tb927.11.7930	specific	281815	10	146	1.31819e-53	164.533	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#2199 - >Tb927.11.7280	specific	259793	76	126	2.50437e-15	63.8114	cd10508	Zn-ribbon_RPB9	 - 	cl02609
Q#2199 - >Tb927.11.7280	superfamily	295446	14	65	5.72834e-05	36.9793	cl02717	RNA_POL_M_15KD superfamily	 - 	 - 
Q#2199 - >Tb927.11.7280	multi-dom	224510	13	128	4.74995e-10	52.0731	COG1594	RPB9	 - 	 - 
Q#2200 - >Tb927.11.6870	specific	278665	12	236	3.71913e-117	332.973	pfam00244	14-3-3	 - 	cl02098
Q#2201 - >Tb927.11.5300	specific	276818	5	319	1.29971e-148	429.023	cd01367	KISc_KIF2_like	 - 	cl22853
Q#2201 - >Tb927.11.5300	multi-dom	278646	11	320	1.24149e-109	329.528	pfam00225	Kinesin	 - 	 - 
Q#2203 - >Tb927.11.2910	specific	214859	136	308	1.02852e-21	89.4424	smart00855	PGAM	 - 	cl11399
Q#2203 - >Tb927.11.2910	superfamily	302595	38	130	0.000601779	38.7464	cl17036	SH3 superfamily	NC	 - 
Q#2204 - >Tb927.11.2640	superfamily	304359	153	310	8.56864e-67	210.895	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#2204 - >Tb927.11.2640	multi-dom	274669	143	425	2.55031e-30	117.61	TIGR03596	GTPase_YlqF	 - 	 - 
Q#2205 - >Tb927.11.2370	specific	214632	15	35	0.00917231	32.6013	smart00356	ZnF_C3H1	 - 	cl11592
Q#2208 - >Tb927.10.15410	superfamily	304358	2	319	2.35069e-126	362.577	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#2208 - >Tb927.10.15410	multi-dom	240360	1	323	1.09089e-163	457.587	PTZ00325	PTZ00325	 - 	 - 
Q#2209 - >Tb927.10.15350	superfamily	304892	40	138	3.21233e-39	126.408	cl23735	H4 superfamily	 - 	 - 
Q#2209 - >Tb927.10.15350	multi-dom	278551	19	135	1.45246e-38	125.608	pfam00125	Histone	 - 	 - 
Q#2210 - >Tb927.10.15150	specific	259794	83	125	6.62403e-20	75.3146	cd10509	Zn-ribbon_RPC11	 - 	cl02609
Q#2210 - >Tb927.10.15150	superfamily	295446	2	53	5.45553e-05	36.9793	cl02717	RNA_POL_M_15KD superfamily	 - 	 - 
Q#2210 - >Tb927.10.15150	multi-dom	224510	1	124	1.12965e-19	76.7259	COG1594	RPB9	 - 	 - 
Q#2211 - >Tb927.10.14810	specific	285695	10	82	2.14002e-13	60.3253	pfam08523	MBF1	 - 	cl07226
Q#2211 - >Tb927.10.14810	specific	197775	91	143	9.67924e-11	52.9054	smart00530	HTH_XRE	 - 	cl22854
Q#2212 - >Tb927.10.14800	specific	270824	4	290	0	511.694	cd07830	STKc_MAK_like	 - 	cl21453
Q#2212 - >Tb927.10.14800	multi-dom	214567	4	290	1.07824e-98	292.512	smart00220	S_TKc	 - 	 - 
Q#2213 - >Tb927.10.14600	specific	281681	169	236	1.11129e-24	92.3905	pfam03719	Ribosomal_S5_C	 - 	cl04231
Q#2213 - >Tb927.10.14600	specific	278748	86	150	1.24371e-21	84.327	pfam00333	Ribosomal_S5	 - 	cl02842
Q#2213 - >Tb927.10.14600	multi-dom	273398	39	243	2.15048e-98	285.523	TIGR01020	uS5_euk_arch	 - 	 - 
Q#2214 - >Tb927.10.14530	superfamily	301301	49	326	8.04791e-81	247.496	cl13996	MPN superfamily	 - 	 - 
Q#2214 - >Tb927.10.14530	multi-dom	215645	44	356	3.19469e-75	234.249	PLN03246	PLN03246	 - 	 - 
Q#2215 - >Tb927.10.14300	specific	270783	300	565	4.07813e-111	344.504	cd06606	STKc_MAPKKK	 - 	cl21453
Q#2215 - >Tb927.10.14300	multi-dom	214567	306	565	4.23708e-82	266.318	smart00220	S_TKc	 - 	 - 
Q#2216 - >Tb927.10.14160	specific	240230	1	304	5.16633e-155	433.783	PTZ00016	PTZ00016	 - 	cl00200
Q#2217 - >Tb927.10.13540	superfamily	302621	84	159	1.19609e-25	97.2327	cl17169	RRM_SF superfamily	 - 	 - 
Q#2218 - >Tb927.10.13220	superfamily	294131	756	900	8.76594e-53	179.579	cl00197	cyclophilin superfamily	 - 	 - 
Q#2219 - >Tb927.10.13120	superfamily	278578	242	314	2.30034e-09	52.6587	cl02813	Mito_carr superfamily	C	 - 
Q#2219 - >Tb927.10.13120	superfamily	278578	108	211	3.66748e-07	46.4955	cl02813	Mito_carr superfamily	 - 	 - 
Q#2220 - >Tb927.10.13040	superfamily	299850	859	1071	3.37326e-48	168.577	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#2220 - >Tb927.10.13040	superfamily	299141	87	395	1.35568e-09	59.9028	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	 - 	 - 
Q#2224 - >Tb927.10.10220	superfamily	279282	40	276	3.75396e-13	68.9765	cl03014	Trypan_glycop superfamily	C	 - 
Q#2225 - >Tb927.10.9740	specific	278434	187	320	4.71551e-54	174.321	pfam00004	AAA	 - 	cl21455
Q#2225 - >Tb927.10.9740	superfamily	304359	115	207	0.00141191	38.8729	cl21455	P-loop_NTPase superfamily	NC	 - 
Q#2225 - >Tb927.10.9740	superfamily	295646	2	79	0.00223775	37.5071	cl03075	GrpE superfamily	C	 - 
Q#2225 - >Tb927.10.9740	multi-dom	224143	24	406	0	572.672	COG1222	RPT1	 - 	 - 
Q#2226 - >Tb927.10.9570	superfamily	238064	304	567	1.82472e-25	107.056	cl23707	LRR_RI superfamily	 - 	 - 
Q#2226 - >Tb927.10.9570	superfamily	238064	496	743	5.13693e-17	82.0181	cl23707	LRR_RI superfamily	 - 	 - 
Q#2226 - >Tb927.10.9570	superfamily	238064	648	900	1.49848e-11	65.4545	cl23707	LRR_RI superfamily	N	 - 
Q#2226 - >Tb927.10.9570	superfamily	238064	811	1025	0.000287219	42.7278	cl23707	LRR_RI superfamily	C	 - 
Q#2226 - >Tb927.10.9570	superfamily	238064	47	195	0.00827052	38.1054	cl23707	LRR_RI superfamily	N	 - 
Q#2228 - >Tb927.10.8920	specific	282518	10	244	6.43456e-100	292.963	pfam04670	Gtr1_RagA	 - 	cl21455
Q#2228 - >Tb927.10.8920	superfamily	287737	198	309	0.00815564	34.8374	cl23172	YliH superfamily	 - 	 - 
Q#2228 - >Tb927.10.8920	multi-dom	224025	10	150	0.000557829	39.1735	COG1100	Gem1	C	 - 
Q#2230 - >Tb927.10.8420	specific	270713	2029	2305	8.42302e-168	515.495	cd05169	PIKKc_TOR	 - 	cl21453
Q#2230 - >Tb927.10.8420	specific	288698	755	908	1.94019e-29	115.003	pfam11865	DUF3385	 - 	cl20434
Q#2230 - >Tb927.10.8420	specific	285924	1891	1987	6.56473e-26	102.262	pfam08771	Rapamycin_bind	 - 	cl07398
Q#2230 - >Tb927.10.8420	specific	280430	2403	2432	9.75311e-14	65.4803	pfam02260	FATC	 - 	cl03505
Q#2230 - >Tb927.10.8420	multi-dom	280429	1449	1772	7.6302e-76	255.359	pfam02259	FAT	 - 	 - 
Q#2231 - >Tb927.10.7290	superfamily	294209	729	860	0.000125173	43.285	cl00296	Peptidase_C39_like superfamily	N	 - 
Q#2232 - >Tb927.10.7230	multi-dom	278749	512	574	0.00263602	38.998	pfam00334	NDK	N	 - 
Q#2233 - >Tb927.10.7140	specific	132717	28	332	1.98134e-30	117.475	cd07061	HP_HAP_like	 - 	cl11399
Q#2234 - >Tb927.10.7090	specific	280037	65	278	4.48621e-120	343.358	pfam01786	AOX	 - 	cl00264
Q#2235 - >Tb927.10.6310	specific	259807	527	678	3.12612e-75	240.591	cd08825	MVP_shoulder	 - 	cl19107
Q#2235 - >Tb927.10.6310	specific	279802	117	156	1.05829e-11	58.5492	pfam01505	Vault	 - 	cl03238
