#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-401E4A08A436F4A-117B787A9AD3483
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:38	Run time	0:01:44:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1575 - >Tb927.1.3130	superfamily	304357	25	297	2.57924e-71	226.19	cl21453	PKc_like superfamily	 - 	 - 
Q#1575 - >Tb927.1.3130	multi-dom	214567	26	297	4.69464e-65	209.694	smart00220	S_TKc	 - 	 - 
Q#1577 - >Tb927.11.7110	multi-dom	283312	91	147	0.00406879	38.4959	pfam05622	HOOK	NC	 - 
Q#1577 - >Tb927.11.7110	multi-dom	274008	111	398	0.00617089	38.1139	TIGR02168	SMC_prok_B	N	 - 
Q#1578 - >Tb927.10.14570	superfamily	277568	9	341	5.28486e-30	119.667	cl22853	Motor_domain superfamily	 - 	 - 
Q#1578 - >Tb927.10.14570	specific	280628	533	554	0.000974813	35.4605	pfam02493	MORN	 - 	cl23524
Q#1578 - >Tb927.10.14570	multi-dom	226989	459	592	3.79382e-09	54.3592	COG4642	COG4642	 - 	 - 
Q#1579 - >Tb927.3.1430	specific	199909	235	370	3.18148e-28	106.741	cd10747	DnaJ_C	 - 	cl21722
Q#1579 - >Tb927.3.1430	specific	278647	34	97	5.28396e-19	78.6643	pfam00226	DnaJ	 - 	cl02542
Q#1579 - >Tb927.3.1430	superfamily	304418	168	231	2.18818e-06	43.3983	cl21539	DnaJ_zf superfamily	C	 - 
Q#1579 - >Tb927.3.1430	multi-dom	223560	34	379	8.55662e-62	201.7	COG0484	DnaJ	 - 	 - 
Q#1580 - >Tb927.9.8350	superfamily	294274	387	481	0.0080685	35.0441	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#1582 - >Tb927.5.4970	specific	289949	23	371	3.1122e-63	208.553	pfam13206	VSG_B	 - 	cl20486
Q#1583 - >Tb927.9.16180	superfamily	279282	2	263	2.90691e-08	52.4129	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1585 - >Tb927.7.2050	specific	100116	282	328	1.52944e-11	58.5108	cd06008	NF-X1-zinc-finger	 - 	cl10082
Q#1585 - >Tb927.7.2050	specific	100116	171	219	3.23439e-10	54.6588	cd06008	NF-X1-zinc-finger	 - 	cl10082
Q#1585 - >Tb927.7.2050	specific	100064	615	672	2.07272e-08	49.9202	cd02325	R3H	 - 	cl00297
Q#1585 - >Tb927.7.2050	specific	100116	224	266	1.61009e-07	46.9548	cd06008	NF-X1-zinc-finger	 - 	cl10082
Q#1585 - >Tb927.7.2050	specific	100116	369	420	1.65721e-05	41.562	cd06008	NF-X1-zinc-finger	 - 	cl10082
Q#1585 - >Tb927.7.2050	superfamily	100116	425	474	0.000132046	38.8656	cl10082	NF-X1-zinc-finger superfamily	 - 	 - 
Q#1585 - >Tb927.7.2050	superfamily	100116	114	164	0.00306153	35.0136	cl10082	NF-X1-zinc-finger superfamily	 - 	 - 
Q#1585 - >Tb927.7.2050	superfamily	100116	509	558	0.007517	33.858	cl10082	NF-X1-zinc-finger superfamily	 - 	 - 
Q#1588 - >Tb927.11.8460	specific	284704	301	450	2.65433e-33	121.927	pfam07344	Amastin	 - 	cl06401
Q#1589 - >Tb927.11.18480	specific	287612	416	510	1.34477e-23	94.0137	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1589 - >Tb927.11.18480	superfamily	279282	9	376	5.0982e-17	81.3029	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1590 - >Tb927.11.8070	specific	291731	31	116	3.54279e-27	97.571	pfam15072	DUF4539	 - 	cl20942
Q#1591 - >Tb927.1.2400	specific	276955	2	435	0	885.342	cd02186	alpha_tubulin	 - 	cl10017
Q#1591 - >Tb927.1.2400	multi-dom	177802	1	451	0	971.975	PLN00221	PLN00221	 - 	 - 
Q#1594 - >Tb927.11.5430	specific	278689	707	815	1.62835e-27	106.546	pfam00271	Helicase_C	 - 	cl21455
Q#1594 - >Tb927.11.5430	specific	238005	388	533	9.53905e-20	85.4668	cd00046	DEXDc	 - 	cl21455
Q#1594 - >Tb927.11.5430	multi-dom	278600	367	661	1.08187e-77	254.945	pfam00176	SNF2_N	 - 	 - 
Q#1596 - >Tb927.11.20170	specific	287612	20	102	1.8864e-11	54.3382	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1598 - >Tb927.8.8140	specific	206640	41	286	1.83863e-35	129.883	cd00154	Rab	 - 	cl21455
Q#1600 - >Tb927.7.150	specific	289949	21	386	1.40829e-35	134.98	pfam13206	VSG_B	 - 	cl20486
Q#1600 - >Tb927.7.150	specific	287612	418	531	2.62884e-25	98.6361	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1601 - >Tb927.4.960	superfamily	295369	27	154	2.91664e-09	58.1152	cl02567	WD40 superfamily	N	 - 
Q#1601 - >Tb927.4.960	multi-dom	225201	27	159	5.97701e-06	48.9315	COG2319	WD40	NC	 - 
Q#1602 - >Tb927.11.19780	specific	287612	372	482	4.39023e-32	117.126	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1602 - >Tb927.11.19780	superfamily	279282	197	340	7.35538e-13	68.2061	cl03014	Trypan_glycop superfamily	N	 - 
Q#1603 - >Tb927.6.5040	specific	185402	1	204	2.2857e-103	295.083	PTZ00026	PTZ00026	 - 	cl02977
Q#1605 - >Tb927.7.6470	superfamily	304575	43	150	1.18536e-10	59.7439	cl22532	Carbam_trans_N superfamily	C	 - 
Q#1605 - >Tb927.7.6470	multi-dom	240369	43	407	0	699.097	PTZ00340	PTZ00340	 - 	 - 
Q#1608 - >Tb927.11.1810	specific	290367	148	189	6.40492e-11	55.5625	pfam13639	zf-RING_2	 - 	cl17238
Q#1608 - >Tb927.11.1810	multi-dom	289448	143	189	8.97514e-11	55.8737	pfam12678	zf-rbx1	 - 	 - 
Q#1609 - >Tb927.10.14880	specific	280337	259	292	0.00111844	35.8396	pfam02151	UVR	 - 	cl12262
Q#1610 - >Tb927.1.3020	multi-dom	273052	34	67	0.00810277	31.3228	TIGR00390	hslU	NC	 - 
Q#1611 - >Tb927.6.2370	specific	279026	846	1153	4.29836e-96	307.217	pfam00632	HECT	 - 	cl00077
Q#1611 - >Tb927.6.2370	multi-dom	214523	833	1150	3.27711e-79	261.785	smart00119	HECTc	 - 	 - 
Q#1613 - >Tb927.5.2370	specific	289465	311	366	5.51639e-06	44.6432	pfam12695	Abhydrolase_5	N	cl21494
Q#1613 - >Tb927.5.2370	superfamily	304388	155	208	0.000149095	42.0991	cl21494	Abhydrolase superfamily	NC	 - 
Q#1613 - >Tb927.5.2370	multi-dom	223669	33	382	7.90312e-21	90.4575	COG0596	MhpC	 - 	 - 
Q#1615 - >Tb927.10.12810	superfamily	294020	351	492	3.97373e-34	124.602	cl00015	nt_trans superfamily	 - 	 - 
Q#1615 - >Tb927.10.12810	superfamily	294308	39	280	5.5479e-10	59.7874	cl00453	CDP-OH_P_transf superfamily	C	 - 
Q#1616 - >Tb927.10.15650	superfamily	294089	235	553	1.39507e-37	137.99	cl00130	PseudoU_synth superfamily	 - 	 - 
Q#1616 - >Tb927.10.15650	multi-dom	234577	235	553	2.34972e-34	129.106	PRK00021	truA	 - 	 - 
Q#1618 - >Tb927.5.1820	specific	100109	4	68	7.05057e-15	63.1095	cd05831	Ribosomal_P1	C	cl21508
Q#1619 - >Tb927.8.2790	superfamily	302604	1	105	1.1636e-38	134.209	cl17068	AFD_class_I superfamily	NC	 - 
Q#1620 - >Tb927.6.120	specific	140231	1	120	1.60981e-83	239.122	PTZ00204	PTZ00204	 - 	cl23106
Q#1623 - >Tb927.9.5190	specific	238322	4	289	1.28885e-69	214.801	cd00577	PCNA	 - 	cl24017
Q#1623 - >Tb927.9.5190	multi-dom	273158	1	292	2.02237e-98	288.494	TIGR00590	pcna	 - 	 - 
Q#1625 - >Tb927.10.13500	specific	140252	1	214	6.01907e-132	368.605	PTZ00225	PTZ00225	 - 	cl00322
Q#1626 - >Tb927.4.1100	specific	279498	5	97	4.0937e-44	139.125	pfam01157	Ribosomal_L21e	 - 	cl00937
Q#1626 - >Tb927.4.1100	multi-dom	240309	1	157	7.94702e-84	242.21	PTZ00189	PTZ00189	 - 	 - 
Q#1627 - >Tb927.10.6540	superfamily	301300	214	612	7.28868e-75	240.18	cl13995	MPP_superfamily superfamily	 - 	 - 
Q#1627 - >Tb927.10.6540	multi-dom	197547	219	612	5.12454e-76	242.504	smart00156	PP2Ac	 - 	 - 
Q#1629 - >Tb927.11.11660	superfamily	302624	72	323	3.03857e-70	218.92	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#1629 - >Tb927.11.11660	multi-dom	225317	10	324	9.99226e-56	181.723	COG2519	Gcd14	 - 	 - 
Q#1630 - >Tb927.7.3380	specific	280030	8	117	1.92136e-37	126.798	pfam01778	Ribosomal_L28e	 - 	cl03350
Q#1632 - >Tb927.5.295b	superfamily	302859	58	800	0	919.608	cl19421	RHSP superfamily	 - 	 - 
Q#1633 - >Tb927.11.6140	specific	185487	1	130	2.58569e-94	266.2	PTZ00158	PTZ00158	 - 	cl00330
Q#1634 - >Tb927.10.1490	superfamily	301351	376	597	4.77333e-23	97.2721	cl14812	PIN_SF superfamily	 - 	 - 
Q#1634 - >Tb927.10.1490	specific	289051	712	791	2.34997e-16	73.676	pfam12247	MKT1_N	 - 	cl13655
Q#1634 - >Tb927.10.1490	superfamily	289050	960	1147	1.52035e-15	76.442	cl13654	MKT1_C superfamily	 - 	 - 
Q#1635 - >Tb927.10.5660	specific	197617	58	116	2.36139e-12	59.9409	smart00271	DnaJ	 - 	cl02542
Q#1635 - >Tb927.10.5660	superfamily	290555	54	177	0.00050199	39.9645	cl16433	DDE_Tnp_1_7 superfamily	C	 - 
Q#1636 - >Tb927.10.3560	specific	289607	96	200	5.59027e-12	60.4246	pfam12847	Methyltransf_18	 - 	cl17173
Q#1638 - >Tb927.4.2970	specific	99751	18	62	1.32316e-11	57.5553	cd06257	DnaJ	 - 	cl02542
Q#1639 - >Tb927.4.4010	superfamily	294310	43	484	0	620.346	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#1639 - >Tb927.4.4010	multi-dom	223884	82	472	1.00919e-21	95.796	COG0814	SdaC	 - 	 - 
Q#1642 - >Tb927.9.15380	specific	187579	30	323	1.56253e-100	297.62	cd05271	NDUFA9_like_SDR_a	 - 	cl21454
Q#1642 - >Tb927.9.15380	multi-dom	223774	147	263	2.78113e-12	64.9258	COG0702	YbjT	NC	 - 
Q#1643 - >Tb927.10.8130	multi-dom	215242	120	211	0.00608486	37.2012	PLN02441	PLN02441	C	 - 
Q#1644 - >Tb927.7.5650	superfamily	277568	5	326	6.5491e-98	302.328	cl22853	Motor_domain superfamily	 - 	 - 
Q#1644 - >Tb927.7.5650	multi-dom	214526	5	330	1.10918e-101	311.814	smart00129	KISc	 - 	 - 
Q#1645 - >Tb927.3.1320	superfamily	305234	1109	1140	0.000339167	40.418	cl24077	Zn_ribbon_17 superfamily	N	 - 
Q#1646 - >Tb927.11.13550	specific	289689	136	168	1.34326e-05	41.3309	pfam12937	F-box-like	C	cl02535
Q#1646 - >Tb927.11.13550	superfamily	295233	558	640	0.00889493	36.9538	cl02259	YibE_F superfamily	C	 - 
Q#1647 - >Tb927.9.17030	superfamily	289949	22	80	1.05818e-07	46.384	cl20486	VSG_B superfamily	C	 - 
Q#1648 - >Tb927.11.15960	superfamily	294310	15	467	3.1024e-136	400.397	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#1648 - >Tb927.11.15960	multi-dom	223884	77	471	1.21666e-19	89.6328	COG0814	SdaC	 - 	 - 
Q#1651 - >Tb927.8.2540	specific	238425	37	434	8.46738e-97	293.786	cd00829	SCP-x_thiolase	 - 	cl09938
Q#1651 - >Tb927.8.2540	multi-dom	240424	1	438	0	784.852	PTZ00455	PTZ00455	 - 	 - 
Q#1653 - >Tb927.6.2010	superfamily	302604	286	519	1.01824e-14	74.0945	cl17068	AFD_class_I superfamily	C	 - 
Q#1653 - >Tb927.6.2010	superfamily	302604	92	168	2.95739e-08	54.5299	cl17068	AFD_class_I superfamily	C	 - 
Q#1653 - >Tb927.6.2010	multi-dom	278902	88	515	2.15057e-11	64.1858	pfam00501	AMP-binding	 - 	 - 
Q#1659 - >Tb927.5.2500	superfamily	298833	171	296	0.00460547	36.9541	cl09111	Prefoldin superfamily	 - 	 - 
Q#1660 - >Tb927.5.3320	superfamily	304357	1022	1242	6.52983e-28	112.838	cl21453	PKc_like superfamily	 - 	 - 
Q#1661 - >Tb927.10.10490	superfamily	304987	16	112	3.92021e-43	134.952	cl23830	H2B superfamily	 - 	 - 
Q#1662 - >Tb927.8.3480	specific	214602	386	447	0.00116336	36.5846	smart00292	BRCT	N	cl00038
Q#1663 - >Tb927.3.1600	superfamily	281019	36	65	0.00148038	32.8684	cl03798	zf-Tim10_DDP superfamily	NC	 - 
Q#1665 - >Tb927.11.15130	specific	199909	141	301	1.7742e-37	129.853	cd10747	DnaJ_C	 - 	cl21722
Q#1665 - >Tb927.11.15130	specific	278647	3	68	2.29731e-17	73.6567	pfam00226	DnaJ	 - 	cl02542
Q#1665 - >Tb927.11.15130	multi-dom	223560	3	318	1.68802e-44	154.32	COG0484	DnaJ	 - 	 - 
Q#1666 - >Tb927.9.9950	multi-dom	274009	23	263	0.00372472	38.5103	TIGR02169	SMC_prok_A	N	 - 
Q#1670 - >Tb927.11.7720	superfamily	302875	10	551	4.26075e-139	414.683	cl19482	Peptidase_M8 superfamily	 - 	 - 
Q#1672 - >Tb927.3.1840	superfamily	304400	152	298	5.60025e-26	99.0181	cl21511	PEMT superfamily	 - 	 - 
Q#1672 - >Tb927.3.1840	superfamily	294102	1	76	7.82158e-05	38.8307	cl00155	UBQ superfamily	 - 	 - 
Q#1672 - >Tb927.3.1840	multi-dom	178174	1	283	4.55857e-75	230.765	PLN02560	PLN02560	 - 	 - 
Q#1673 - >Tb927.1.1270	superfamily	304616	28	430	1.72782e-43	153.089	cl22882	S-methyl_trans superfamily	 - 	 - 
Q#1674 - >Tb927.9.2260	specific	282099	258	315	8.31027e-16	69.8617	pfam04193	PQ-loop	 - 	cl21610
Q#1675 - >Tb927.8.8220	superfamily	294310	60	459	2.33945e-104	317.194	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#1676 - >Tb927.9.13140	superfamily	304600	527	584	3.42088e-07	48.0154	cl22851	PHD_SF superfamily	N	 - 
Q#1678 - >Tb927.11.9340	specific	290672	133	185	4.64099e-05	39.2372	pfam13964	Kelch_6	 - 	cl02701
Q#1678 - >Tb927.11.9340	specific	290151	85	139	0.000250675	36.9158	pfam13415	Kelch_3	 - 	cl02701
Q#1680 - >Tb927.2.820	superfamily	302859	51	495	0	556.75	cl19421	RHSP superfamily	N	 - 
Q#1681 - >Tb927.11.12860.2	specific	291384	15	234	1.18947e-120	341.022	pfam14713	DUF4464	 - 	cl20648
Q#1683 - >Tb927.11.6440	multi-dom	290579	211	272	0.0062711	37.174	pfam13868	TPH	NC	 - 
Q#1683 - >Tb927.11.6440	multi-dom	236766	73	120	0.00683495	37.3265	PRK10811	rne	N	 - 
Q#1684 - >Tb927.2.4670	superfamily	304914	331	383	1.7272e-12	60.4817	cl23757	OCRE superfamily	 - 	 - 
Q#1684 - >Tb927.2.4670	superfamily	297583	207	275	0.001272	37.5684	cl06401	Amastin superfamily	N	 - 
Q#1685 - >Tb927.9.7190	specific	176250	18	357	3.08997e-97	294.127	cd08290	ETR	 - 	cl16912
Q#1685 - >Tb927.9.7190	multi-dom	223677	18	293	9.3884e-17	79.6991	COG0604	Qor	 - 	 - 
Q#1688 - >Tb927.10.7670	specific	288077	8	141	5.01224e-32	112.991	pfam11176	DUF2962	 - 	cl12725
Q#1689 - >Tb927.7.6190	specific	290367	64	105	1.4727e-10	53.2513	pfam13639	zf-RING_2	 - 	cl17238
Q#1690 - >Tb927.11.16280	specific	281880	98	231	1.18487e-56	176.015	pfam03947	Ribosomal_L2_C	 - 	cl08408
Q#1690 - >Tb927.11.16280	superfamily	278605	18	86	2.77551e-09	51.4515	cl02816	Ribosomal_L2 superfamily	 - 	 - 
Q#1690 - >Tb927.11.16280	multi-dom	173464	1	260	3.37511e-173	476.533	PTZ00180	PTZ00180	 - 	 - 
Q#1691 - >Tb927.3.5290	superfamily	301316	808	866	0.00170304	37.9197	cl14603	C2 superfamily	C	 - 
Q#1691 - >Tb927.3.5290	superfamily	302998	377	439	0.00497283	37.1148	cl19756	I_LWEQ superfamily	N	 - 
Q#1691 - >Tb927.3.5290	multi-dom	275056	164	280	0.000460522	41.1469	TIGR04211	SH3_and_anchor	N	 - 
Q#1692 - >Tb927.9.14600	specific	290926	14	138	4.3429e-38	130.089	pfam14226	DIOX_N	 - 	cl21672
Q#1692 - >Tb927.9.14600	specific	281202	207	283	1.81282e-28	104.887	pfam03171	2OG-FeII_Oxy	N	cl21496
Q#1692 - >Tb927.9.14600	multi-dom	140299	9	327	0	605.599	PTZ00273	PTZ00273	 - 	 - 
Q#1693 - >Tb927.4.5780	specific	289949	24	378	4.06679e-36	136.521	pfam13206	VSG_B	 - 	cl20486
Q#1693 - >Tb927.4.5780	superfamily	287612	418	460	0.000738735	37.7746	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#1695 - >Tb927.5.2430	superfamily	298879	29	458	2.31664e-87	274.45	cl09326	MATE_like superfamily	 - 	 - 
Q#1695 - >Tb927.5.2430	multi-dom	223608	29	457	1.18299e-45	164.705	COG0534	NorM	 - 	 - 
Q#1696 - >Tb927.10.6790	specific	282045	479	695	3.08689e-21	97.8861	pfam04130	Spc97_Spc98	C	cl14957
Q#1698 - >Tb927.9.10170	superfamily	302633	1	82	7.89578e-29	97.1696	cl17238	RING superfamily	 - 	 - 
Q#1698 - >Tb927.9.10170	multi-dom	289448	3	77	1.30135e-23	83.608	pfam12678	zf-rbx1	 - 	 - 
Q#1699 - >Tb927.7.3470	superfamily	280488	53	253	2.08962e-13	65.6929	cl03541	MAM33 superfamily	 - 	 - 
Q#1700 - >Tb927.7.2150	multi-dom	223021	82	384	8.98304e-10	62.2633	PHA03247	PHA03247	N	 - 
Q#1701 - >Tb927.10.14870	specific	285863	15	95	3.93931e-10	54.8136	pfam08701	GN3L_Grn1	 - 	cl07358
Q#1704 - >Tb927.11.18900	specific	287612	453	549	3.13153e-17	75.9094	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1705 - >Tb927.6.1370	superfamily	289949	71	277	7.23984e-07	49.0804	cl20486	VSG_B superfamily	N	 - 
Q#1707 - >Tb927.7.1430	superfamily	238064	98	391	1.48849e-25	104.745	cl23707	LRR_RI superfamily	 - 	 - 
Q#1708 - >Tb927.8.1650	specific	140234	1	591	0	940.41	PTZ00207	PTZ00207	 - 	cl21472
Q#1711 - >Tb927.11.20620	superfamily	279282	36	305	1.04294e-07	52.7981	cl03014	Trypan_glycop superfamily	C	 - 
Q#1711 - >Tb927.11.20620	superfamily	287612	427	530	1.32492e-07	48.5602	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#1712 - >Tb927.8.8330	specific	238004	218	534	5.12256e-101	315.811	cd00044	CysPc	 - 	cl00051
Q#1712 - >Tb927.8.8330	specific	286259	89	173	1.59664e-28	108.449	pfam09149	DUF1935	 - 	cl07679
Q#1713 - >Tb927.11.9070	specific	279823	279	420	4.04317e-25	98.9786	pfam01529	zf-DHHC	 - 	cl19890
Q#1714 - >Tb927.11.13020	specific	238008	85	147	1.51482e-23	85.6773	cd00051	EFh	 - 	cl08302
Q#1714 - >Tb927.11.13020	specific	238008	12	74	4.16897e-21	79.5141	cd00051	EFh	 - 	cl08302
Q#1714 - >Tb927.11.13020	multi-dom	185504	1	149	7.65934e-93	264.316	PTZ00184	PTZ00184	 - 	 - 
Q#1716 - >Tb927.5.650	superfamily	299850	851	1063	1.40683e-39	143.924	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#1716 - >Tb927.5.650	superfamily	299141	86	386	9.93416e-13	69.5327	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	 - 	 - 
Q#1717 - >Tb927.6.5210	superfamily	279282	109	281	4.25186e-13	69.3617	cl03014	Trypan_glycop superfamily	NC	 - 
Q#1718 - >Tb927.3.4070	superfamily	304372	3	573	1.00772e-60	210.457	cl21472	MFS superfamily	 - 	 - 
Q#1722 - >Tb927.8.2100	superfamily	294318	14	116	1.44208e-34	115.947	cl00466	ATP-synt_C superfamily	 - 	 - 
Q#1722 - >Tb927.8.2100	specific	278563	93	153	2.06404e-10	52.306	pfam00137	ATP-synt_C	 - 	cl00466
Q#1722 - >Tb927.8.2100	multi-dom	235830	12	157	1.31127e-09	52.6856	PRK06558	PRK06558	 - 	 - 
Q#1723 - >Tb927.8.1190	superfamily	301301	58	187	7.63886e-11	60.3581	cl13996	MPN superfamily	C	 - 
Q#1725 - >Tb927.11.1600	specific	238635	9	338	2.29805e-53	175.069	cd01310	TatD_DNAse	 - 	cl00281
Q#1728 - >Tb927.11.13850	superfamily	295369	8	203	2.06376e-08	53.1076	cl02567	WD40 superfamily	C	 - 
Q#1728 - >Tb927.11.13850	multi-dom	225201	6	234	4.41728e-06	46.6203	COG2319	WD40	NC	 - 
Q#1729 - >Tb927.10.3350	specific	119392	54	513	2.98967e-11	63.4869	cd06174	MFS	 - 	cl21472
Q#1729 - >Tb927.10.3350	multi-dom	284993	56	447	4.95431e-11	62.8186	pfam07690	MFS_1	 - 	 - 
Q#1731 - >Tb927.9.3400	specific	119364	415	777	5.76048e-125	383.571	cd06547	GH85_ENGase	 - 	cl10447
Q#1731 - >Tb927.9.3400	specific	283538	6	147	7.41032e-38	137.441	pfam05903	Peptidase_C97	 - 	cl05462
Q#1731 - >Tb927.9.3400	specific	198416	228	319	1.2805e-13	66.2516	cd09212	PUB	 - 	cl15262
Q#1734 - >Tb927.11.3360	specific	278434	652	761	1.20795e-12	64.5389	pfam00004	AAA	 - 	cl21455
Q#1734 - >Tb927.11.3360	multi-dom	223540	650	863	4.46975e-17	83.7196	COG0464	SpoVK	N	 - 
Q#1735 - >Tb927.10.14420	specific	270855	3	255	3.93409e-152	461.162	cd08215	STKc_Nek	 - 	cl21453
Q#1735 - >Tb927.10.14420	multi-dom	214567	4	253	1.3311e-95	307.149	smart00220	S_TKc	 - 	 - 
Q#1742 - >Tb927.8.1620	superfamily	302875	9	520	9.06063e-164	476.314	cl19482	Peptidase_M8 superfamily	 - 	 - 
Q#1744 - >Tb927.2.560	specific	273724	48	803	0	1139.17	TIGR01631	Trypano_RHS	 - 	cl19421
Q#1745 - >Tb927.8.2710	specific	279228	544	619	9.31233e-11	58.2693	pfam00856	SET	N	cl02566
Q#1746 - >Tb927.5.3760	specific	173774	201	395	2.4464e-45	153.179	cd00223	TOPRIM_TopoIIB_SPO	 - 	cl00718
Q#1746 - >Tb927.5.3760	specific	282286	84	134	1.68657e-12	60.9446	pfam04406	TP6A_N	N	cl04502
Q#1748 - >Tb927.11.3690	specific	289465	21	167	6.70933e-08	50.036	pfam12695	Abhydrolase_5	 - 	cl21494
Q#1748 - >Tb927.11.3690	multi-dom	182637	19	373	3.03082e-17	79.0036	PRK10673	PRK10673	 - 	 - 
Q#1749 - >Tb927.11.19100	superfamily	289949	140	303	1.08638e-16	79.8964	cl20486	VSG_B superfamily	N	 - 
Q#1751 - >Tb927.10.5310	superfamily	304357	5	260	1.62458e-153	444.789	cl21453	PKc_like superfamily	 - 	 - 
Q#1751 - >Tb927.10.5310	multi-dom	214567	8	261	7.48435e-107	324.483	smart00220	S_TKc	 - 	 - 
Q#1752 - >Tb927.9.13330	multi-dom	224117	820	950	0.000925178	42.0088	COG1196	Smc	NC	 - 
Q#1753 - >Tb927.11.7800	superfamily	301352	166	199	0.00288768	37.1853	cl14813	GluZincin superfamily	N	 - 
Q#1753 - >Tb927.11.7800	superfamily	294651	126	217	0.00832384	33.3587	cl01015	FUN14 superfamily	 - 	 - 
Q#1755 - >Tb927.10.8290	superfamily	283193	36	507	2.0315e-15	78.2639	cl20295	eIF-3c_N superfamily	 - 	 - 
Q#1756 - >Tb927.5.1090	specific	238394	290	699	2.82819e-151	442.76	cd00771	ThrRS_core	 - 	cl00268
Q#1756 - >Tb927.5.1090	specific	238437	699	789	1.15332e-28	108.745	cd00860	ThrRS_anticodon	 - 	cl00266
Q#1756 - >Tb927.5.1090	specific	133437	51	112	6.72195e-21	85.2462	cd01667	TGS_ThrRS_N	 - 	cl00155
Q#1756 - >Tb927.5.1090	specific	197931	219	266	9.06253e-10	53.155	smart00863	tRNA_SAD	 - 	cl08469
Q#1756 - >Tb927.5.1090	multi-dom	178496	23	795	0	907.224	PLN02908	PLN02908	 - 	 - 
Q#1757 - >Tb927.9.10670	specific	291445	34	283	5.01241e-117	347.27	pfam14779	BBS1	 - 	cl20702
Q#1758 - >Tb927.1.2990	specific	290526	241	274	0.00276261	34.8516	pfam13812	PPR_3	 - 	cl23646
Q#1758 - >Tb927.1.2990	multi-dom	289786	531	576	2.74468e-06	43.9316	pfam13041	PPR_2	 - 	 - 
Q#1759 - >Tb927.11.20660	specific	289949	25	376	3.26115e-57	192.76	pfam13206	VSG_B	 - 	cl20486
Q#1759 - >Tb927.11.20660	specific	287612	415	512	5.37869e-22	89.3913	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1762 - >Tb927.3.3710	specific	288796	66	165	2.61009e-23	89.5196	pfam11969	DcpS_C	 - 	cl00228
Q#1762 - >Tb927.3.3710	specific	292895	184	242	2.95397e-09	50.6782	pfam16278	zf-C2HE	 - 	cl24751
Q#1763 - >Tb927.11.3760	multi-dom	282857	18	120	0.00305961	37.1981	pfam05053	Menin	N	 - 
Q#1765 - >Tb927.4.3460	specific	238117	1	111	4.93208e-39	128.474	cd00195	UBCc	C	cl00154
Q#1766 - >Tb927.10.13630	specific	269889	236	709	0	777.855	cd06603	GH31_GANC_GANAB_alpha	 - 	cl07893
Q#1766 - >Tb927.10.13630	specific	270212	120	236	4.28697e-22	91.0932	cd14752	GH31_N	 - 	cl16409
Q#1766 - >Tb927.10.13630	multi-dom	279404	217	668	0	564.857	pfam01055	Glyco_hydro_31	 - 	 - 
Q#1768 - >Tb927.11.14980	superfamily	294157	202	386	6.04425e-17	76.6432	cl00227	PEBP superfamily	 - 	 - 
Q#1769 - >Tb927.8.4470	specific	197617	32	68	9.7755e-07	43.3773	smart00271	DnaJ	N	cl02542
Q#1770 - >Tb927.9.3880	superfamily	299849	104	308	2.92795e-13	67.6054	cl11966	NT_Pol-beta-like superfamily	N	 - 
Q#1771 - >Tb927.11.11220	specific	281078	3512	4229	0	881.445	pfam03028	Dynein_heavy	 - 	cl20241
Q#1771 - >Tb927.11.11220	specific	285579	885	1315	1.4109e-111	361.147	pfam08393	DHC_N2	 - 	cl20357
Q#1771 - >Tb927.11.11220	specific	289547	3114	3363	1.17855e-88	287.366	pfam12781	AAA_9	 - 	cl15086
Q#1771 - >Tb927.11.11220	superfamily	304359	1450	1681	1.37036e-83	273.871	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1771 - >Tb927.11.11220	superfamily	304359	2473	2732	1.28555e-73	246.778	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1771 - >Tb927.11.11220	superfamily	304359	2087	2361	7.93939e-47	169.735	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1771 - >Tb927.11.11220	superfamily	289543	2746	3087	1.01389e-39	151.721	cl15084	MT superfamily	 - 	 - 
Q#1771 - >Tb927.11.11220	superfamily	304359	1765	1912	1.66144e-11	63.4567	cl21455	P-loop_NTPase superfamily	 - 	 - 
