prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb927.11.16880	4,494,906 - 4,496,971 (-)	protein coding	2066	1887	0	leucine-rich repeat protein (LRRP), putative	GO:0031514|Cellular Component|motile cilium|GeneDB|IDA		1	Tb927_11_v5.1	Tb927_11_v5.1:4494906-4496971	70688	8.91
Tb927.11.16890	4,497,202 - 4,504,343 (-)	protein coding	7142	6180	0	Tetratricopeptide-like helical domain containing protein (FLAM7)	GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0005515|Molecular Function|protein binding|Interpro|IEA	PFR protein 24741115 1 Yes  Philippe Bastin, Institut Pasteur 2015-04-29 01:23:20 | Tetratricopeptide repeat protein (TPR), putative 17646387 2 Yes  Robert Brown, Northwestern University 2012-02-13 16:46:23 | Tetratricopeptide repeat protein (TPR), putative 17646387 2 Yes  Atashi Anupama, Seattle BioMedical Research Institute 2012-02-13 15:44:38 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4497202-4504343	228845	10.98
Tb927.11.1690	517,151 - 518,006 (-)	protein coding	856	552	0	Emopamil binding protein, putative	GO:0016125|Biological Process|sterol metabolic process|Interpro|IEA|,GO:0005783|Cellular Component|endoplasmic reticulum|Interpro|IEA|,GO:0016021|Cellular Component|integral to membrane|Interpro|IEA|,GO:0047750|Molecular Function|cholestenol delta-isomerase activity|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:517151-518006	20428	9.57
Tb927.11.16900	4,504,434 - 4,506,471 (-)	protein coding	2038	1077	0	hypothetical protein			1	Tb927_11_v5.1	Tb927_11_v5.1:4504434-4506471	39378	8.85
Tb927.11.16910	4,506,960 - 4,510,433 (-)	protein coding	3474	2739	0	Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase/GTPase of unknown function C-terminal, putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA|,GO:0005525|Molecular Function|GTP binding|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4506960-4510433	99148	6.58
Tb927.11.16920	4,509,750 - 4,514,071 (-)	protein coding	4322	2754	0	hypothetical protein, conserved		Targeted by RNAi in PCF T. brucei 19309510 2 Yes  Tansy Hammarton, University of Glasgow 2009-05-09 21:44:09 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4509750-4514071	101230	6.98
Tb927.11.16930	4,514,184 - 4,516,762 (-)	protein coding	2579	2160	0	ABC transporter of the mitochondrion, putative (ABCB7)	GO:0006810|Biological Process|transport|GeneDB|ISS|,GO:0006810|Biological Process|transport|Interpro|IEA|,GO:0055085|Biological Process|transmembrane transport|Interpro|IEA|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0016021|Cellular Component|integral to membrane|GeneDB|ISM|,GO:0016021|Cellular Component|integral to membrane|Interpro|IEA|,GO:0043190|Cellular Component|ATP-binding cassette (ABC) transporter complex|GeneDB|ISM|,GO:0000166|Molecular Function|nucleotide binding|Interpro|IEA|,GO:0005524|Molecular Function|ATP binding|GeneDB|ISS|,GO:0005524|Molecular Function|ATP binding|Interpro|IEA|,GO:0015232|Molecular Function|heme transporter activity|GeneDB|ISA|,GO:0016887|Molecular Function|ATPase activity|Interpro|IEA|,GO:0017111|Molecular Function|nucleoside-triphosphatase activity|Interpro|IEA|,GO:0042626|Molecular Function|ATPase activity  coupled to transmembrane movement of substances|GeneDB|ISS|,GO:0042626|Molecular Function|ATPase activity  coupled to transmembrane movement of substances|Interpro|IEA	Putative ATP-binding cassette Fe/S cluster precursor transporter ATM1  1 Yes  Robert Brown, Northwestern University 2014-01-02 19:49:23 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4514184-4516762	79105	8.57
Tb927.11.16940	4,516,728 - 4,519,134 (-)	protein coding	2407	1359	0	MIZ/SP-RING zinc finger, putative	GO:0005739|Cellular Component|mitochondrion|GeneDB|ISM|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4516728-4519134	50582	7.37
Tb927.11.16950	4,519,944 - 4,520,422 (-)	protein coding	479	357	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:4519944-4520422	13362	9.62
Tb927.11.16960	4,520,733 - 4,524,348 (-)	protein coding	3616	2517	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:4520733-4524348	91261	6.5
Tb927.11.16970	4,524,454 - 4,526,930 (-)	protein coding	2477	912	0	protein phosphatase 4, putative	GO:0006796|Biological Process|phosphate-containing compound metabolic process|GeneDB|ISM|,GO:0000159|Cellular Component|protein phosphatase type 2A complex|GeneDB|ISA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0004722|Molecular Function|protein serine/threonine phosphatase activity|GeneDB|ISA|,GO:0016787|Molecular Function|hydrolase activity|Interpro|IEA|,GO:0042578|Molecular Function|phosphoric ester hydrolase activity|GeneDB|ISM	Targeted by RNAi in PCF T. brucei 19309510 4 Pending  Tansy Hammarton, University of Glasgow 2009-05-09 21:44:05 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4524454-4526930	34433	4.74
Tb927.11.16980	4,527,045 - 4,528,662 (-)	protein coding	1618	927	0	chaperone protein DNAj, putative	GO:0006457|Biological Process|protein folding|GeneDB|ISM|,GO:0031072|Molecular Function|heat shock protein binding|Interpro|IEA	Binding by ZC3H11  4 Pending  Christine Clayton, ZMBH 2015-04-27 17:49:00 | Targeted by RNAi in PCF T. brucei 19309510 4 Yes  Tansy Hammarton, University of Glasgow 2009-05-09 21:44:05 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4527045-4528662	35242	6.4
Tb927.11.16990	4,528,567 - 4,531,050 (-)	protein coding	2484	1968	0	50S ribosome-binding GTPase, putative	GO:0005525|Molecular Function|GTP binding|Interpro|IEA	Mitochondrial LSU ribosomal protein, putative 18364347 2 Pending  Robert Brown, Northwestern University 2012-02-13 16:41:41 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4528567-4531050	71533	9.35
Tb927.11.170	38,780 - 40,945 (-)	protein coding	2166	1392	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		1	Tb927_11_v5.1	Tb927_11_v5.1:38780-40945	53157	9.03
Tb927.11.1700	518,120 - 520,516 (-)	protein coding	2397	1713	0	hypothetical protein, conserved	GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA		1	Tb927_11_v5.1	Tb927_11_v5.1:518120-520516	61631	3.99
Tb927.11.17000	4,531,326 - 4,535,361 (-)	protein coding	4036	3000	0	leucine-rich repeat protein (LRRP), putative	GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0005515|Molecular Function|protein binding|Interpro|IEA	Tb11.01.8770 is TbAIR9 22329999,19704687 2 Pending  Tansy Hammarton, University of Glasgow 2012-06-06 05:56:45 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4531326-4535361	109718	4.32
Tb927.11.17010	4,536,824 - 4,537,875 (-)	protein coding	1052	324	0	Rab5-interacting protein (Rab5ip), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4536824-4537875	11401	6.43
Tb927.11.17020	4,537,984 - 4,541,418 (-)	protein coding	3435	2574	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:4537984-4541418	96827	6.17
Tb927.11.17030	4,542,059 - 4,542,523 (+)	protein coding	465	465	0	hypothetical protein, unlikely			0	Tb927_11_v5.1	Tb927_11_v5.1:4542059-4542523	16667	11.05
Tb927.11.17040	4,549,950 - 4,554,597 (+)	protein coding	4648	3762	0	procyclic-enriched flagellar receptor adenylate cyclase 1 (ACP1)	GO:0009190|Biological Process|cyclic nucleotide biosynthetic process|Interpro|IEA|,GO:0019933|Biological Process|cAMP-mediated signaling|GeneDB|TAS|,GO:0035556|Biological Process|intracellular signal transduction|Interpro|IEA|,GO:0005929|Cellular Component|cilium|GeneDB|IDA|,GO:0016020|Cellular Component|membrane|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0004016|Molecular Function|adenylate cyclase activity|GeneDB|IGI|,GO:0016849|Molecular Function|phosphorus-oxygen lyase activity|Interpro|IEA|,GO:0042803|Molecular Function|protein homodimerization activity|GeneDB|IDA	Adenylate cyclase (ESAG4 / GRESAG4) 2209793,22700656,1545803 73 In Progress  Fred Opperdoes, de Duve institute, Brussels, Belgium 2014-09-18 05:20:16 | procyclic-enriched flagellar receptor adenylate cyclase http://www.ncbi.nlm.nih.gov/pubmed/24879126 1 Yes  Edwin Saada, UCLA 2014-09-16 14:56:16 | Differential expression in early and late procyclic forms  1 Yes  Isabel Roditi, University of Bern 2015-05-21 07:09:39 | 	0	Tb927_11_v5.1	Tb927_11_v5.1:4549950-4554597	137494	4.79
Tb927.11.17050	4,565,174 - 4,565,971 (-)	protein coding	798	798	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:4565174-4565971	28992	9.87
Tb927.11.17060	4,568,681 - 4,569,520 (-)	protein coding	840	840	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4568681-4569520	29943	8.9
Tb927.11.17070	4,576,896 - 4,577,822 (-)	protein coding	927	927	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4576896-4577822	34832	9.07
Tb927.11.17080	4,580,047 - 4,581,216 (-)	protein coding	1170	1170	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4580047-4581216	42632	8.1
Tb927.11.17090	4,583,260 - 4,584,219 (-)	protein coding	960	960	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4583260-4584219	33233	5.48
Tb927.11.1710	520,666 - 521,601 (-)	protein coding	936	621	0	guide RNA-binding protein of 21 kDa (gBP21)	GO:0006355|Biological Process|regulation of transcription  DNA-dependent|Interpro|IEA|,GO:0016556|Biological Process|mRNA modification|GeneDB|TAS|,GO:0005739|Cellular Component|mitochondrion|GeneDB|IDA|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0020022|Cellular Component|acidocalcisome|GeneDB|IDA|,GO:0003677|Molecular Function|DNA binding|Interpro|IEA|,GO:0003723|Molecular Function|RNA binding|GeneDB|IDA	Post-transcriptional activation doi:10.1371/journal.ppat.1004178 197 In Progress  Christine Clayton, ZMBH 2015-04-27 18:02:04 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:520666-521601	23254	10
Tb927.11.17100	4,588,373 - 4,589,179 (+)	protein coding	807	807	1	variant surface glycoprotein (VSG, pseudogene), fragment	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4588373-4589179	27896	9.22
Tb927.11.17110	4,591,225 - 4,592,637 (+)	protein coding	1413	1413	0	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:4591225-4592637	51812	7.55
Tb927.11.17120	4,595,146 - 4,596,663 (+)	protein coding	1518	1518	0	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:4595146-4596663	54055	8.5
Tb927.11.17130	4,597,915 - 4,599,296 (+)	protein coding	1377	1377	1	variant surface glycoprotein (VSG),degenerate and franmeshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4597915-4599296	49368	8.24
Tb927.11.17140	4,606,106 - 4,607,559 (-)	protein coding	1452	1452	1	variant surface glycoprotein (VSG), degenerate and frameshifted	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4606106-4607559	52098	5.38
Tb927.11.17150	4,608,703 - 4,610,302 (-)	protein coding	1599	1599	1	variant surface glycoprotein (VSG), frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4608703-4610302	57592	8.93
Tb927.11.17160	4,611,434 - 4,611,818 (-)	protein coding	384	384	1	variant surface glycoprotein (VSG), degenerate and frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4611434-4611818	14032	7.42
Tb927.11.17170	4,614,925 - 4,615,388 (-)	protein coding	462	462	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4614925-4615388	16600	7.68
Tb927.11.17180	4,616,627 - 4,617,650 (-)	protein coding	1017	1017	1	expression site-associated gene 3 (ESAG3), degenerate and frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4616627-4617650	38046	8.54
Tb927.11.17190	4,621,543 - 4,622,976 (-)	protein coding	1434	1434	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA|,GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		1	Tb927_11_v5.1	Tb927_11_v5.1:4621543-4622976	51055	7.65
Tb927.11.1720	522,050 - 523,234 (-)	protein coding	1185	645	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:522050-523234	24614	4.26
Tb927.11.17200	4,624,609 - 4,624,842 (+)	protein coding	231	231	1	expression site-associated gene 3 (ESAG3), degenerate and frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4624609-4624842	8954	4.63
Tb927.11.17210	4,625,572 - 4,626,801 (+)	protein coding	1227	1227	1	variant surface glycoprotein (VSG), frameshifted and degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4625572-4626801	44257	9.26
Tb927.11.17220	4,629,366 - 4,630,710 (+)	protein coding	1338	1338	1	variant surface glycoprotein (VSG), degenerate and frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4629366-4630710	48193	9.87
Tb927.11.17230	4,633,698 - 4,634,765 (+)	protein coding	1068	1068	1	variant surface glycoprotein (VSG), point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4633698-4634765	37840	7.97
Tb927.11.17240	4,636,042 - 4,636,498 (+)	protein coding	456	456	1	variant surface glycoprotein (VSG), fragment, degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4636042-4636498	17027	9.66
Tb927.11.17250	4,638,045 - 4,639,512 (+)	protein coding	1464	1464	1	variant surface glycoprotein (VSG), degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4638045-4639512	52446	10.22
Tb927.11.17260	4,640,150 - 4,640,394 (+)	protein coding	243	243	1	variant surface glycoprotein (VSG), fragment, degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4640150-4640394	9064	8.5
Tb927.11.17270	4,642,527 - 4,643,780 (+)	protein coding	1254	1254	1	variant surface glycoprotein (VSG), frameshifted and point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4642527-4643780	44743	6.26
Tb927.11.17280	4,645,378 - 4,646,826 (+)	protein coding	1449	1449	1	variant surface glycoprotein (VSG), point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4645378-4646826	52070	7.4
Tb927.11.17290	4,648,422 - 4,649,777 (+)	protein coding	1356	1356	1	variant surface glycoprotein (VSG), point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4648422-4649777	47327	8.19
Tb927.11.1730	523,364 - 525,535 (-)	protein coding	2172	873	0	hypothetical protein			1	Tb927_11_v5.1	Tb927_11_v5.1:523364-525535	32980	4.8
Tb927.11.17300	4,652,265 - 4,653,095 (+)	protein coding	831	831	1	variant surface glycoprotein (VSG), frameshifted and point mutated pseudogene	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4652265-4653095	29108	5.94
Tb927.11.17310	4,655,350 - 4,656,399 (+)	protein coding	1050	1050	1	hypothetical protein, conserved, point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4655350-4656399	40813	6.44
Tb927.11.17320	4,656,557 - 4,658,068 (+)	protein coding	1512	1512	0	variant surface glycoprotein (VSG), putative	GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		0	Tb927_11_v5.1	Tb927_11_v5.1:4656557-4658068	53873	8.12
Tb927.11.17330	4,660,296 - 4,661,768 (+)	protein coding	1473	1473	1	variant surface glycoprotein (VSG), degenerate	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4660296-4661768	52290	7.87
Tb927.11.17340	4,662,909 - 4,663,947 (+)	protein coding	1038	1038	1	expression site-associated gene 3 (ESAG3), frameshifted and degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4662909-4663947	36594	10.04
Tb927.11.17350	4,664,331 - 4,665,773 (+)	protein coding	1437	1437	1	variant surface glycoprotein (VSG), frameshifted and degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4664331-4665773	51348	7.81
Tb927.11.17360	4,667,616 - 4,668,941 (+)	protein coding	1320	1320	1	variant surface glycoprotein (VSG), degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4667616-4668941	47659	10.38
Tb927.11.17370	4,670,377 - 4,671,807 (+)	protein coding	1431	1431	0	variant surface glycoprotein (VSG), putative	GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		0	Tb927_11_v5.1	Tb927_11_v5.1:4670377-4671807	50752	8.31
Tb927.11.17380	4,672,448 - 4,673,007 (-)	protein coding	555	555	1	variant surface glycoprotein (VSG), frameshifted and interrupted			1	Tb927_11_v5.1	Tb927_11_v5.1:4672448-4673007	20863	8.32
Tb927.11.17390	4,674,135 - 4,675,093 (-)	protein coding	957	957	1	expression site-associated gene 3 (ESAG3), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4674135-4675093	35683	8.32
Tb927.11.1740	526,509 - 529,357 (-)	protein coding	2849	2403	0	intraflagellar transport protein 88 (IFT88)	GO:0008361|Biological Process|regulation of cell size|GeneDB|IMP|,GO:0030010|Biological Process|establishment of cell polarity|GeneDB|IMP|,GO:0035735|Biological Process|intraflagellar transport involved in cilium morphogenesis|GeneDB|IMP|,GO:0042384|Biological Process|cilium assembly|GeneDB|IMP|,GO:0031514|Cellular Component|motile cilium|GeneDB|IDA|,GO:0031514|Cellular Component|motile cilium|GeneDB|TAS|,GO:0005515|Molecular Function|protein binding|Interpro|IEA	Member of the IFT-B complex 20923419 12 Pending  Philippe Bastin, Institut Pasteur 2015-04-29 02:42:10 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:526509-529357	89756	5.57
Tb927.11.17400	4,676,145 - 4,676,642 (-)	protein coding	495	495	1	variant surface glycoprotein (VSG), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4676145-4676642	18349	8.4
Tb927.11.17410	4,678,104 - 4,678,400 (-)	protein coding	294	294	1	variant surface glycoprotein (VSG), frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4678104-4678400	10323	8.77
Tb927.11.17420	4,680,221 - 4,680,665 (-)	protein coding	441	441	1	expression site-associated gene 3 (ESAG3), degenerate and frameshifted fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4680221-4680665	16771	10.32
Tb927.11.17430	4,682,049 - 4,682,444 (-)	protein coding	393	393	1	variant surface glycoprotein (VSG), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4682049-4682444	14347	4.63
Tb927.11.17440	4,683,882 - 4,685,459 (-)	protein coding	1578	1578	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4683882-4685459	56096	7.98
Tb927.11.17450	4,687,198 - 4,688,618 (-)	protein coding	1419	1419	1	variant surface glycoprotein (VSG), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4687198-4688618	51802	8.14
Tb927.11.17460	4,695,357 - 4,696,555 (+)	protein coding	1197	1197	1	variant surface glycoprotein (VSG), frameshifted and interrupted			0	Tb927_11_v5.1	Tb927_11_v5.1:4695357-4696555	41357	8.28
Tb927.11.17470	4,697,371 - 4,697,748 (+)	protein coding	375	375	1	variant surface glycoprotein (VSG), frameshifted and degenerate fragment			0	Tb927_11_v5.1	Tb927_11_v5.1:4697371-4697748	13424	11.82
Tb927.11.17480	4,700,014 - 4,700,436 (+)	protein coding	423	423	1	variant surface glycoprotein (VSG), degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4700014-4700436	15689	8.66
Tb927.11.17490	4,703,692 - 4,704,084 (+)	protein coding	393	393	1	variant surface glycoprotein (VSG), point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4703692-4704084	13852	5.21
Tb927.11.1750	529,520 - 530,799 (-)	protein coding	1280	984	0	hypothetical protein, conserved		Internal splice site only 20700444 698 Yes  Torsten Ochsenreiter, Institute of Cell Biology, University of Bern, Switzerland 2010-09-15 21:53:14 | Alternative ATG predictions Class 1 (289 genes). A predominant gene-internal ATG is used.  172 Yes  George Cross, The Rockefeller University 2010-03-09 15:31:50 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:529520-530799	34912	6.27
Tb927.11.17500	4,707,291 - 4,708,595 (+)	protein coding	1305	1305	0	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:4707291-4708595	46163	8.81
Tb927.11.17510	4,714,773 - 4,716,336 (-)	protein coding	1560	1560	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4714773-4716336	55864	8.24
Tb927.11.17520	4,717,871 - 4,719,374 (-)	protein coding	1503	1503	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4717871-4719374	54676	7.35
Tb927.11.17530	4,721,453 - 4,722,977 (-)	protein coding	1521	1521	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4721453-4722977	53926	8.67
Tb927.11.17540	4,723,950 - 4,724,914 (-)	protein coding	963	963	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4723950-4724914	34653	5.57
Tb927.11.17550	4,746,593 - 4,748,138 (+)	protein coding	1542	1542	1	variant surface glycoprotein (VSG), frameshifted	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4746593-4748138	55337	8.2
Tb927.11.17560	4,749,294 - 4,750,364 (+)	protein coding	1068	1068	1	variant surface glycoprotein (VSG), frameshifted and point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4749294-4750364	37450	8.7
Tb927.11.17570	4,752,805 - 4,754,264 (+)	protein coding	1455	1455	1	variant surface glycoprotein (VSG), frameshifted and degenerate	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4752805-4754264	51833	9.16
Tb927.11.17580	4,756,221 - 4,757,645 (+)	protein coding	1425	1425	0	variant surface glycoprotein (VSG, atypical), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA|,GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		0	Tb927_11_v5.1	Tb927_11_v5.1:4756221-4757645	50820	7.52
Tb927.11.17590	4,758,884 - 4,760,397 (+)	protein coding	1512	1512	1	variant surface glycoprotein (VSG), frameshifted and point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4758884-4760397	53321	7.14
Tb927.11.1760	532,067 - 533,545 (-)	protein coding	1479	1353	0	JmjC domain, hydroxylase, putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:532067-533545	49786	5.16
Tb927.11.17600	4,762,263 - 4,763,684 (+)	protein coding	1419	1419	1	variant surface glycoprotein (VSG), frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4762263-4763684	51698	10.32
Tb927.11.17610	4,765,010 - 4,766,343 (+)	protein coding	1329	1329	1	variant surface glycoprotein (VSG), frameshifted and point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4765010-4766343	47575	7.52
Tb927.11.17620	4,767,730 - 4,768,215 (+)	protein coding	486	486	1	variant surface glycoprotein (VSG), fragment			0	Tb927_11_v5.1	Tb927_11_v5.1:4767730-4768215	17782	6.26
Tb927.11.17630	4,768,519 - 4,769,841 (+)	protein coding	1320	1320	1	variant surface glycoprotein (VSG), frameshifted and degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4768519-4769841	47009	8.04
Tb927.11.17640	4,771,148 - 4,771,351 (+)	protein coding	201	201	1	expression site-associated gene 3 (ESAG3), frameshifted and degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4771148-4771351	6929	9.6
Tb927.11.17650	4,772,370 - 4,773,558 (+)	protein coding	1185	1185	1	variant surface glycoprotein (VSG), frameshifted, interrupted and point mutation			0	Tb927_11_v5.1	Tb927_11_v5.1:4772370-4773558	42949	10.03
Tb927.11.17660	4,778,315 - 4,779,394 (-)	protein coding	1077	1077	1	variant surface glycoprotein (VSG), frameshifted and degenerate fragment interrupted			1	Tb927_11_v5.1	Tb927_11_v5.1:4778315-4779394	39401	10.57
Tb927.11.17670	4,781,327 - 4,782,643 (-)	protein coding	1317	1317	1	variant surface glycoprotein (VSG), degenerate	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4781327-4782643	47041	9.01
Tb927.11.17680	4,785,032 - 4,785,610 (-)	protein coding	579	579	1	variant surface glycoprotein (VSG), point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4785032-4785610	20766	7.59
Tb927.11.17690	4,786,968 - 4,787,888 (-)	protein coding	897	897	1	expression site-associated gene 3 (ESAG3), degenerate and frameshifted fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4786968-4787888	33766	9.65
Tb927.11.1770	533,682 - 535,004 (-)	protein coding	1323	681	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:533682-535004	25183	5.08
Tb927.11.17700	4,789,054 - 4,789,710 (-)	protein coding	657	657	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4789054-4789710	23075	8.93
Tb927.11.17710	4,791,289 - 4,791,809 (-)	protein coding	516	516	1	expression site-associated gene 3 (ESAG3), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4791289-4791809	19570	5.02
Tb927.11.17720	4,793,157 - 4,794,629 (-)	protein coding	1473	1473	0	variant surface glycoprotein (VSG, atypical), putative	GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		1	Tb927_11_v5.1	Tb927_11_v5.1:4793157-4794629	52474	8.2
Tb927.11.17730	4,796,614 - 4,797,672 (-)	protein coding	1056	1056	1	variant surface glycoprotein (VSG), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4796614-4797672	38103	5.56
Tb927.11.17740	4,799,368 - 4,799,836 (-)	protein coding	468	468	1	variant surface glycoprotein (VSG), degenerate fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4799368-4799836	16472	9.21
Tb927.11.17750	4,801,298 - 4,801,576 (-)	protein coding	279	279	1	variant surface glycoprotein (VSG), fragment interrupted			1	Tb927_11_v5.1	Tb927_11_v5.1:4801298-4801576	10184	8.2
