#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-C9462657F40EF08-378D0F774F201E6F
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:18	Run time	0:01:43:48
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1937 - >Tb927.7.2230	superfamily	278578	97	177	1.07461e-07	48.0363	cl02813	Mito_carr superfamily	 - 	 - 
Q#1938 - >Tb927.11.2120	specific	281851	351	502	6.72656e-35	128.426	pfam03914	CBF	 - 	cl20259
Q#1938 - >Tb927.11.2120	multi-dom	227880	9	620	1.58493e-38	152.503	COG5593	COG5593	 - 	 - 
Q#1940 - >Tb927.4.600	specific	289465	48	157	0.00296511	36.1689	pfam12695	Abhydrolase_5	C	cl21494
Q#1940 - >Tb927.4.600	multi-dom	223669	48	309	2.63126e-05	43.8483	COG0596	MhpC	 - 	 - 
Q#1942 - >Tb927.1.500	specific	238827	691	946	3.78254e-64	216.388	cd01650	RT_nLTR_like	 - 	cl02808
Q#1942 - >Tb927.1.500	specific	260008	1163	1297	8.84462e-17	77.258	cd09276	Rnase_HI_RT_non_LTR	 - 	cl14782
Q#1942 - >Tb927.1.500	multi-dom	278506	697	912	4.79939e-42	151.685	pfam00078	RVT_1	 - 	 - 
Q#1943 - >Tb927.3.3720	specific	277206	32	88	1.79601e-16	66.3722	cd15853	SNARE_Bet1	 - 	cl22856
Q#1944 - >Tb927.10.10020	specific	280383	357	475	1.02251e-34	125.405	pfam02204	VPS9	 - 	cl19569
Q#1945 - >Tb927.1.3120	superfamily	302800	670	1092	5.72075e-38	145.774	cl19248	CHAT superfamily	 - 	 - 
Q#1949 - >Tb927.10.4850	superfamily	294350	104	271	0.00152461	39.3583	cl00516	Restriction_endonuclease_like superfamily	C	 - 
Q#1952 - >Tb927.11.12170	multi-dom	291725	362	434	0.00194707	39.4157	pfam15066	CAGE1	N	 - 
Q#1954 - >Tb927.8.1050	superfamily	295369	772	928	0.00038766	43.4776	cl02567	WD40 superfamily	N	 - 
Q#1954 - >Tb927.8.1050	multi-dom	225201	716	1045	3.65773e-08	57.4059	COG2319	WD40	N	 - 
Q#1955 - >Tb927.10.9930	superfamily	304600	247	381	8.0536e-12	61.0616	cl22851	PHD_SF superfamily	 - 	 - 
Q#1955 - >Tb927.10.9930	superfamily	304600	202	235	7.1354e-05	39.2188	cl22851	PHD_SF superfamily	 - 	 - 
Q#1958 - >Tb927.5.3280	superfamily	283930	1007	1136	0.00042179	41.8268	cl05733	GvpL_GvpF superfamily	N	 - 
Q#1962 - >Tb927.8.7510	specific	290083	25	142	2.3844e-24	94.8413	pfam13344	Hydrolase_6	 - 	cl21460
Q#1962 - >Tb927.8.7510	specific	289983	301	382	4.46196e-18	76.5064	pfam13242	Hydrolase_like	 - 	cl21460
Q#1962 - >Tb927.8.7510	multi-dom	178251	1	383	6.01893e-56	184.915	PLN02645	PLN02645	 - 	 - 
Q#1963 - >Tb927.4.1970	specific	279876	57	224	6.02856e-32	120.348	pfam01595	DUF21	 - 	cl03275
Q#1963 - >Tb927.4.1970	specific	239963	259	377	3.87404e-23	92.9388	cd04590	CBS_pair_CorC_HlyC_assoc	 - 	cl15354
Q#1969 - >Tb927.8.6290	superfamily	302634	389	419	0.000376577	40.7087	cl17255	ATP-grasp_4 superfamily	N	 - 
Q#1972 - >Tb927.10.13410	multi-dom	282485	19	83	0.00308862	34.9269	pfam04632	FUSC	NC	 - 
Q#1975 - >Tb927.3.3860	specific	238287	1000	1168	2.32058e-31	121.815	cd00519	Lipase_3	N	cl21494
Q#1975 - >Tb927.3.3860	superfamily	284153	331	424	4.73141e-08	54.5573	cl05943	MIG-14_Wnt-bd superfamily	C	 - 
Q#1976 - >Tb927.4.5630	superfamily	287612	33	114	1.28032e-08	47.7898	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#1979 - >Tb927.11.13190	specific	279041	249	352	1.82777e-56	179.622	pfam00647	EF1G	 - 	cl02914
Q#1979 - >Tb927.11.13190	specific	198290	93	206	1.72987e-36	128.062	cd03181	GST_C_EF1Bgamma_like	 - 	cl02776
Q#1979 - >Tb927.11.13190	specific	239342	3	79	2.91793e-24	93.8579	cd03044	GST_N_EF1Bgamma	 - 	cl00388
Q#1979 - >Tb927.11.13190	multi-dom	223698	3	198	5.32657e-20	86.4021	COG0625	GstA	 - 	 - 
Q#1980 - >Tb927.3.3110	multi-dom	289489	545	811	4.04368e-09	57.5786	pfam12719	Cnd3	C	 - 
Q#1981 - >Tb927.11.11140	specific	238017	254	346	0.00218424	37.3658	cd00060	FHA	 - 	cl00062
Q#1983 - >Tb927.11.4680	specific	119401	21	268	1.06253e-27	106.274	cd06662	SURF1	 - 	cl01321
Q#1984 - >Tb927.11.4350	multi-dom	224259	69	314	0.00427579	38.1236	COG1340	COG1340	 - 	 - 
Q#1987 - >Tb927.11.7560	superfamily	295369	323	620	4.90192e-32	124.37	cl02567	WD40 superfamily	 - 	 - 
Q#1987 - >Tb927.11.7560	superfamily	295369	109	450	5.53165e-20	89.3164	cl02567	WD40 superfamily	 - 	 - 
Q#1987 - >Tb927.11.7560	multi-dom	225201	244	627	1.83377e-31	126.742	COG2319	WD40	 - 	 - 
Q#1987 - >Tb927.11.7560	multi-dom	225201	17	458	5.62594e-18	85.5255	COG2319	WD40	 - 	 - 
Q#1988 - >Tb927.6.4320	specific	287908	47	385	3.28442e-136	391.635	pfam10994	DUF2817	 - 	cl11393
Q#1989 - >Tb927.6.5280	specific	279282	17	382	3.49711e-45	161.424	pfam00913	Trypan_glycop	 - 	cl03014
Q#1989 - >Tb927.6.5280	superfamily	287612	416	497	2.26315e-08	50.8714	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#1990 - >Tb927.5.2350	specific	288285	84	466	3.96938e-178	502.722	pfam11397	GlcNAc	 - 	cl20414
Q#1993 - >Tb927.6.5630	superfamily	279282	45	331	8.11983e-15	74.3693	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1994 - >Tb927.7.6550	superfamily	302619	46	118	0.00536704	34.1285	cl17165	SKA2 superfamily	N	 - 
Q#1995 - >Tb927.11.15840	superfamily	294310	27	457	2.18133e-100	307.179	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#1995 - >Tb927.11.15840	multi-dom	223884	69	450	1.68261e-25	106.582	COG0814	SdaC	 - 	 - 
Q#1996 - >Tb927.9.17590	superfamily	279282	8	86	1.00202e-12	60.5021	cl03014	Trypan_glycop superfamily	C	 - 
Q#1997 - >Tb927.8.7190	multi-dom	118131	25	122	0.00316398	36.5319	pfam09595	Metaviral_G	N	 - 
Q#1998 - >Tb927.9.930	superfamily	289949	15	255	6.39549e-14	69.496	cl20486	VSG_B superfamily	C	 - 
Q#1999 - >Tb927.11.4160	specific	176070	4	112	3.63409e-53	179.81	cd08688	C2_KIAA0528-like	 - 	cl14603
Q#2001 - >Tb927.9.5210	superfamily	294020	55	360	5.75604e-127	370.814	cl00015	nt_trans superfamily	 - 	 - 
Q#2001 - >Tb927.9.5210	specific	281883	360	540	2.23724e-55	183.224	pfam03950	tRNA-synt_1c_C	 - 	cl04341
Q#2001 - >Tb927.9.5210	multi-dom	240418	1	577	0	1237.94	PTZ00437	PTZ00437	 - 	 - 
Q#2002 - >Tb927.2.450	superfamily	302859	27	802	0	922.304	cl19421	RHSP superfamily	 - 	 - 
Q#2003 - >Tb927.6.2270	superfamily	302624	45	250	2.18193e-74	224.173	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#2004 - >Tb927.7.3550	specific	175973	130	228	0.0037789	37.0463	cd00030	C2	 - 	cl14603
Q#2005 - >Tb927.11.19520	superfamily	287612	430	481	0.000318985	38.9302	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#2006 - >Tb927.7.4250	specific	270544	60	100	4.62206e-08	44.4215	cd14361	UBA_HYPK	 - 	cl21463
Q#2007 - >Tb927.7.1950	specific	140236	1	690	0	1464.48	PTZ00209	PTZ00209	 - 	cl19421
Q#2008 - >Tb927.9.17440	specific	279282	39	393	2.61929e-53	182.61	pfam00913	Trypan_glycop	 - 	cl03014
Q#2009 - >Tb927.7.270	superfamily	294606	7	342	2.48397e-58	190.588	cl00935	Brix superfamily	 - 	 - 
Q#2012 - >Tb927.9.4390	specific	133146	150	273	6.9371e-65	201.242	cd05479	RP_DDI	 - 	cl11403
Q#2012 - >Tb927.9.4390	specific	291236	341	378	2.95173e-05	39.3547	pfam14555	UBA_4	 - 	cl21463
Q#2012 - >Tb927.9.4390	superfamily	294102	6	43	0.000526253	36.9641	cl00155	UBQ superfamily	C	 - 
Q#2013 - >Tb927.6.2420	superfamily	280488	76	219	8.73634e-29	105.754	cl03541	MAM33 superfamily	 - 	 - 
Q#2014 - >Tb927.7.4290	superfamily	294116	139	220	8.37541e-37	125.146	cl00175	alpha-crystallin-Hsps_p23-like superfamily	 - 	 - 
Q#2014 - >Tb927.7.4290	superfamily	290757	6	39	1.70149e-11	57.158	cl16569	Nudc_N superfamily	C	 - 
Q#2016 - >Tb927.11.3140	specific	271112	95	408	0	517.097	cd14210	PKc_DYRK	 - 	cl21453
Q#2016 - >Tb927.11.3140	multi-dom	214567	109	408	1.81691e-67	214.701	smart00220	S_TKc	 - 	 - 
Q#2017 - >Tb927.10.10630	superfamily	295348	121	172	0.00169153	36.2075	cl02529	ANK superfamily	N	 - 
Q#2017 - >Tb927.10.10630	multi-dom	289560	121	144	0.00262446	35.0626	pfam12796	Ank_2	N	 - 
Q#2019 - >Tb927.1.3840	superfamily	182904	304	370	0.00632263	35.768	cl23284	PRK11020 superfamily	C	 - 
Q#2020 - >Tb927.4.5250	specific	140237	1	382	0	754.037	PTZ00210	PTZ00210	 - 	cl21608
Q#2021 - >Tb927.8.870	specific	271133	9	266	9.38609e-178	489.223	cd14663	STKc_SnRK3	 - 	cl21453
Q#2021 - >Tb927.8.870	multi-dom	214567	10	267	1.65635e-114	329.105	smart00220	S_TKc	 - 	 - 
Q#2025 - >Tb927.7.730	specific	289563	350	388	0.000361164	37.2447	pfam12799	LRR_4	 - 	cl19302
Q#2025 - >Tb927.7.730	specific	289563	177	215	0.000763566	36.0891	pfam12799	LRR_4	 - 	cl19302
Q#2025 - >Tb927.7.730	specific	289563	374	412	0.00593945	33.7779	pfam12799	LRR_4	C	cl19302
Q#2025 - >Tb927.7.730	multi-dom	290566	349	412	4.71975e-05	40.2035	pfam13855	LRR_8	 - 	 - 
Q#2027 - >Tb927.7.3750	superfamily	304363	3	186	6.16355e-10	54.1524	cl21460	HAD_like superfamily	 - 	 - 
Q#2028 - >Tb927.7.2590	superfamily	298833	20	154	1.90166e-16	69.9511	cl09111	Prefoldin superfamily	 - 	 - 
Q#2031 - >Tb927.5.4520	superfamily	298616	105	254	0.0033383	39.9285	cl07980	FHIPEP superfamily	N	 - 
Q#2031 - >Tb927.5.4520	multi-dom	274008	13	896	1.56278e-12	70.4706	TIGR02168	SMC_prok_B	 - 	 - 
Q#2035 - >Tb927.10.7560	specific	285453	70	203	1.52943e-14	66.529	pfam08241	Methyltransf_11	 - 	cl17173
Q#2038 - >Tb927.10.6650	specific	279469	2	201	6.06774e-47	151.159	pfam01125	G10	 - 	cl02138
Q#2039 - >Tb927.1.1580	specific	239266	105	273	1.09623e-43	145.053	cd02968	SCO	 - 	cl00388
Q#2042 - >Tb927.10.11720	specific	284831	718	746	5.14252e-07	45.7456	pfam07496	zf-CW	C	cl06504
Q#2042 - >Tb927.10.11720	superfamily	284831	305	342	0.000735292	36.5008	cl06504	zf-CW superfamily	 - 	 - 
Q#2045 - >Tb927.11.7210	specific	270898	269	658	1.334e-84	275.325	cd13996	STKc_EIF2AK	 - 	cl21453
Q#2045 - >Tb927.11.7210	specific	283440	30	139	2.78044e-06	46.1456	pfam05773	RWD	 - 	cl02687
Q#2045 - >Tb927.11.7210	multi-dom	214567	275	656	2.26456e-43	157.306	smart00220	S_TKc	 - 	 - 
Q#2048 - >Tb927.11.19700	superfamily	304462	5	217	3.04622e-49	163.911	cl21608	Galactosyl_T superfamily	N	 - 
Q#2051 - >Tb927.11.16100	specific	239072	1019	1179	4.96117e-36	136.074	cd02257	Peptidase_C19	N	cl02553
Q#2051 - >Tb927.11.16100	specific	239072	532	694	2.62374e-13	69.8194	cd02257	Peptidase_C19	C	cl02553
Q#2051 - >Tb927.11.16100	superfamily	271592	532	616	1.06156e-10	62.7337	cl02553	Peptidase_C19 superfamily	C	 - 
Q#2051 - >Tb927.11.16100	superfamily	299905	326	377	0.00993229	35.4118	cl12116	DUSP superfamily	N	 - 
Q#2052 - >Tb927.11.20730	specific	176553	12	337	7.29959e-128	366.925	cd08612	GDPD_GDE4	 - 	cl14615
Q#2052 - >Tb927.11.20730	multi-dom	281062	52	328	1.21126e-18	82.4416	pfam03009	GDPD	 - 	 - 
Q#2053 - >Tb927.11.11540	superfamily	238111	682	1161	6.27783e-112	359.188	cl19084	TOP4c superfamily	 - 	 - 
Q#2053 - >Tb927.11.11540	specific	239563	244	390	2.19507e-71	233.718	cd03481	TopoIIA_Trans_ScTopoIIA	 - 	cl02783
Q#2053 - >Tb927.11.11540	specific	173785	428	546	5.73873e-70	228.339	cd03365	TOPRIM_TopoIIA	 - 	cl00718
Q#2053 - >Tb927.11.11540	specific	293503	544	681	8.94805e-57	191.148	pfam16898	TOPRIM_C	 - 	cl03055
Q#2053 - >Tb927.11.11540	specific	280651	57	166	2.79756e-07	48.8276	pfam02518	HATPase_c	 - 	cl00075
Q#2053 - >Tb927.11.11540	multi-dom	240271	1	1416	0	2076.58	PTZ00108	PTZ00108	 - 	 - 
Q#2054 - >Tb927.10.15020	superfamily	304357	527	1082	9.76564e-55	192.465	cl21453	PKc_like superfamily	 - 	 - 
Q#2054 - >Tb927.10.15020	multi-dom	278497	526	1082	6.54563e-15	74.5532	pfam00069	Pkinase	 - 	 - 
Q#2055 - >Tb927.11.4380	specific	280962	982	1303	7.90821e-112	356.856	pfam02889	Sec63	 - 	cl22482
Q#2055 - >Tb927.11.4380	specific	214946	1839	2190	3.82126e-84	277.702	smart00973	Sec63	 - 	cl22482
Q#2055 - >Tb927.11.4380	specific	278688	483	663	1.43517e-32	123.884	pfam00270	DEAD	 - 	cl21455
Q#2055 - >Tb927.11.4380	specific	278688	1345	1517	2.90709e-31	120.032	pfam00270	DEAD	 - 	cl21455
Q#2055 - >Tb927.11.4380	specific	197757	1631	1712	6.96214e-14	67.6221	smart00490	HELICc	 - 	cl21455
Q#2055 - >Tb927.11.4380	specific	197757	782	860	3.37858e-12	62.6145	smart00490	HELICc	 - 	cl21455
Q#2055 - >Tb927.11.4380	multi-dom	224125	445	1254	8.0146e-151	486.119	COG1204	BRR2	 - 	 - 
Q#2055 - >Tb927.11.4380	multi-dom	214692	1341	1540	4.32375e-25	103.726	smart00487	DEXDc	 - 	 - 
Q#2056 - >Tb927.7.4100	multi-dom	290581	246	417	3.69709e-40	141.577	pfam13870	DUF4201	 - 	 - 
Q#2057 - >Tb927.10.200	specific	130170	36	144	8.07585e-44	140.214	TIGR01100	V_ATP_synt_C	 - 	cl00466
Q#2057 - >Tb927.10.200	specific	278563	118	178	9.86757e-13	58.8544	pfam00137	ATP-synt_C	 - 	cl00466
Q#2057 - >Tb927.10.200	multi-dom	180645	37	170	0.00505753	34.6938	PRK06649	PRK06649	 - 	 - 
Q#2058 - >Tb927.11.2810	specific	289381	165	256	3.33073e-44	143.489	pfam12608	T4bSS_IcmS	 - 	cl13982
Q#2059 - >Tb927.9.1030	specific	289949	21	370	7.36777e-66	214.716	pfam13206	VSG_B	 - 	cl20486
Q#2059 - >Tb927.9.1030	specific	287612	412	484	7.30468e-12	60.5014	pfam10659	Trypan_glycop_C	C	cl11264
Q#2060 - >Tb927.10.4570	specific	206672	20	228	1.8877e-115	348.837	cd01885	EF2	 - 	cl21455
Q#2060 - >Tb927.10.4570	specific	238839	561	733	2.63167e-90	281.381	cd01681	aeEF2_snRNP_like_IV	 - 	cl02789
Q#2060 - >Tb927.10.4570	specific	239763	730	809	1.07483e-44	153.85	cd04096	eEF2_snRNP_like_C	 - 	cl02785
Q#2060 - >Tb927.10.4570	specific	293913	377	473	1.98239e-41	145.051	cd16268	EF2_II	 - 	cl02787
Q#2060 - >Tb927.10.4570	specific	293918	489	561	4.8193e-40	140.4	cd16261	EF2_snRNP_III	 - 	cl20541
Q#2060 - >Tb927.10.4570	superfamily	301352	244	385	0.00719676	38.4383	cl14813	GluZincin superfamily	C	 - 
Q#2060 - >Tb927.10.4570	multi-dom	240409	1	846	0	1670.58	PTZ00416	PTZ00416	 - 	 - 
Q#2066 - >Tb927.11.13770	specific	281387	71	356	7.99923e-60	192.05	pfam03381	CDC50	 - 	cl02095
Q#2069 - >Tb927.7.2500	specific	278434	218	349	1.51783e-43	147.742	pfam00004	AAA	 - 	cl21455
Q#2069 - >Tb927.7.2500	specific	289934	188	238	0.00119828	38.2864	pfam13191	AAA_16	C	cl21455
Q#2069 - >Tb927.7.2500	multi-dom	224143	19	434	0	509.499	COG1222	RPT1	 - 	 - 
Q#2074 - >Tb927.3.4090	superfamily	304372	1	571	5.33193e-62	213.924	cl21472	MFS superfamily	 - 	 - 
Q#2075 - >Tb927.7.1050	specific	185437	2	149	1.41401e-86	248.066	PTZ00086	PTZ00086	 - 	cl00334
Q#2077 - >Tb927.5.3490	superfamily	238064	72	226	6.28287e-11	60.8322	cl23707	LRR_RI superfamily	NC	 - 
Q#2079 - >Tb927.6.5820	superfamily	279282	10	83	7.03097e-05	42.7829	cl03014	Trypan_glycop superfamily	C	 - 
Q#2080 - >Tb927.7.6410	superfamily	288016	908	979	0.00383547	38.4231	cl12666	CENP-M superfamily	N	 - 
Q#2081 - >Tb927.8.6970	superfamily	302634	126	338	2.33148e-73	234.506	cl17255	ATP-grasp_4 superfamily	 - 	 - 
Q#2081 - >Tb927.8.6970	specific	278706	12	120	4.18222e-61	198.074	pfam00289	CPSase_L_chain	 - 	cl02837
Q#2081 - >Tb927.8.6970	specific	214878	352	463	6.27699e-46	157.19	smart00878	Biotin_carb_C	 - 	cl08365
Q#2081 - >Tb927.8.6970	specific	133459	609	673	6.92575e-20	82.4639	cd06850	biotinyl_domain	 - 	cl11404
Q#2081 - >Tb927.8.6970	multi-dom	227111	12	670	0	721.771	COG4770	PccA	 - 	 - 
Q#2082 - >Tb927.7.5690	superfamily	304365	444	486	0.00268132	35.2254	cl21462	bZIP superfamily	N	 - 
Q#2082 - >Tb927.7.5690	superfamily	304877	401	504	0.00365329	36.917	cl23720	RILP-like superfamily	N	 - 
Q#2087 - >Tb927.11.570	specific	197617	69	121	4.66029e-07	43.7625	smart00271	DnaJ	 - 	cl02542
Q#2088 - >Tb927.2.4750	superfamily	279029	12	74	9.58245e-05	39.6362	cl08277	Motile_Sperm superfamily	C	 - 
Q#2089 - >Tb927.4.1780	superfamily	299702	27	257	3.73661e-20	87.3858	cl11396	Patatin_and_cPLA2 superfamily	 - 	 - 
Q#2090 - >Tb927.11.18430	specific	287612	440	519	1.15093e-13	65.8942	pfam10659	Trypan_glycop_C	N	cl11264
Q#2091 - >Tb927.11.10280	superfamily	299699	740	1062	3.58718e-144	435.658	cl11393	Peptidase_M14_like superfamily	 - 	 - 
Q#2091 - >Tb927.11.10280	superfamily	294718	63	148	0.00288153	39.4323	cl01143	DUF328 superfamily	C	 - 
Q#2093 - >Tb927.4.4980	superfamily	294106	55	164	1.64841e-34	116.889	cl00159	fer2 superfamily	N	 - 
Q#2094 - >Tb927.10.5060	specific	288970	2	139	2.58843e-16	70.6063	pfam12158	DUF3592	 - 	cl13576
Q#2096 - >Tb927.11.18170	specific	287612	428	507	4.80909e-14	66.6646	pfam10659	Trypan_glycop_C	N	cl11264
Q#2097 - >Tb927.5.4920	multi-dom	287455	159	292	0.000277462	41.9745	pfam10479	FSA_C	N	 - 
Q#2098 - >Tb927.11.7680	multi-dom	215636	340	469	0.0013449	40.2454	PLN03218	PLN03218	NC	 - 
Q#2100 - >Tb927.7.2940	superfamily	305064	5	121	4.22034e-49	151.719	cl23907	H2A superfamily	 - 	 - 
Q#2100 - >Tb927.7.2940	multi-dom	240330	1	134	1.82031e-72	211.359	PTZ00252	PTZ00252	 - 	 - 
Q#2102 - >Tb927.5.1120	specific	281407	911	943	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	1328	1360	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	1745	1777	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	2162	2194	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	2579	2611	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	2996	3028	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	3413	3445	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	3830	3862	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	4247	4279	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	specific	281407	4664	4696	0.000564226	39.2089	pfam03406	Phage_fiber_2	 - 	cl04049
Q#2102 - >Tb927.5.1120	multi-dom	224117	410	1073	2.1966e-12	73.21	COG1196	Smc	C	 - 
Q#2102 - >Tb927.5.1120	multi-dom	274008	3079	3674	7.4596e-08	58.1442	TIGR02168	SMC_prok_B	NC	 - 
Q#2102 - >Tb927.5.1120	multi-dom	274008	3432	4091	1.74544e-07	56.9886	TIGR02168	SMC_prok_B	C	 - 
Q#2102 - >Tb927.5.1120	multi-dom	224117	1268	1907	1.98133e-07	56.6464	COG1196	Smc	NC	 - 
Q#2102 - >Tb927.5.1120	multi-dom	224117	1685	2324	1.98133e-07	56.6464	COG1196	Smc	NC	 - 
Q#2102 - >Tb927.5.1120	multi-dom	224117	2519	3158	1.98133e-07	56.6464	COG1196	Smc	NC	 - 
Q#2102 - >Tb927.5.1120	multi-dom	274008	3913	4508	1.03068e-06	54.2923	TIGR02168	SMC_prok_B	NC	 - 
Q#2103 - >Tb927.11.16120	superfamily	285586	182	239	0.00714938	35.6455	cl07138	DUF1738 superfamily	C	 - 
Q#2104 - >Tb927.11.19270	specific	289949	19	367	9.35366e-40	145.765	pfam13206	VSG_B	 - 	cl20486
Q#2106 - >Tb927.8.7720	superfamily	291833	84	156	0.00635268	34.5831	cl21042	IL28A superfamily	N	 - 
Q#2108 - >Tb927.8.5550	superfamily	301698	115	147	0.0077565	34.1983	cl15692	CE4_SF superfamily	C	 - 
Q#2109 - >Tb927.11.14270	superfamily	304357	322	675	1.26865e-40	148.509	cl21453	PKc_like superfamily	 - 	 - 
Q#2109 - >Tb927.11.14270	multi-dom	278497	324	670	8.47955e-37	137.341	pfam00069	Pkinase	 - 	 - 
Q#2112 - >Tb927.11.10200	superfamily	291295	54	151	5.15592e-05	42.9376	cl20593	RFX5_DNA_bdg superfamily	NC	 - 
Q#2113 - >Tb927.11.16360	superfamily	295369	23	190	1.72944e-05	44.6332	cl02567	WD40 superfamily	N	 - 
Q#2113 - >Tb927.11.16360	multi-dom	225201	17	206	5.15977e-05	43.5387	COG2319	WD40	N	 - 
Q#2116 - >Tb927.6.3820	superfamily	292367	195	294	3.52438e-07	47.9758	cl24341	TSNAXIP1_N superfamily	 - 	 - 
Q#2116 - >Tb927.6.3820	superfamily	299863	331	405	0.000224493	41.9065	cl12013	BAR superfamily	N	 - 
Q#2117 - >Tb927.1.220	specific	273724	52	804	0	1198.49	TIGR01631	Trypano_RHS	 - 	cl19421
Q#2118 - >Tb927.4.4970	specific	214828	29	264	1.51529e-85	254.972	smart00811	Alpha_kinase	 - 	cl03728
Q#2120 - >Tb927.7.1110	specific	185515	2	351	0	631.845	PTZ00213	PTZ00213	 - 	cl00268
Q#2121 - >Tb927.7.3310	superfamily	305049	178	239	0.00730736	33.8406	cl23892	TyeA superfamily	 - 	 - 
Q#2121 - >Tb927.7.3310	multi-dom	226989	3	93	3.73312e-09	53.2036	COG4642	COG4642	N	 - 
Q#2122 - >Tb927.7.600	specific	153443	424	505	9.35784e-29	107.219	cd08041	OBF_kDNA_ligase_like	 - 	cl08424
Q#2122 - >Tb927.7.600	superfamily	299865	188	421	2.87111e-26	103.8	cl12015	Adenylation_DNA_ligase_like superfamily	 - 	 - 
Q#2122 - >Tb927.7.600	specific	291009	67	108	9.6095e-05	38.8031	pfam14311	DUF4379	N	cl16790
Q#2124 - >Tb927.10.12630	superfamily	298682	95	156	8.84443e-06	40.9941	cl08302	EFh superfamily	 - 	 - 
Q#2124 - >Tb927.10.12630	multi-dom	290234	134	200	0.00236663	34.1754	pfam13499	EF-hand_7	 - 	 - 
Q#2126 - >Tb927.10.6160	superfamily	282049	135	245	0.00405409	37.0784	cl04414	Sec34 superfamily	 - 	 - 
Q#2127 - >Tb927.11.1560	superfamily	304367	11	153	1.68294e-16	74.3144	cl21464	cupin_like superfamily	 - 	 - 
Q#2127 - >Tb927.11.1560	superfamily	294274	206	299	3.63236e-09	52.8678	cl00388	Thioredoxin_like superfamily	C	 - 
Q#2130 - >Tb927.11.5800	superfamily	287206	689	711	0.000771523	38.2254	cl10891	Adaptin_binding superfamily	C	 - 
Q#2132 - >Tb927.6.5800	superfamily	287612	1	98	3.60656e-10	50.8714	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#2134 - >Tb927.8.2850	specific	282683	3	429	1.91706e-110	333.966	pfam04857	CAF1	 - 	cl23804
Q#2139 - >Tb927.8.5890	superfamily	304562	11	157	1.45779e-34	119.146	cl22451	ASF1_hist_chap superfamily	 - 	 - 
Q#2148 - >Tb927.3.240	specific	289949	21	360	9.27193e-50	172.729	pfam13206	VSG_B	 - 	cl20486
Q#2148 - >Tb927.3.240	specific	287612	409	487	1.48028e-10	56.6494	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#2149 - >Tb927.7.3780	superfamily	299849	14	369	1.17866e-113	344.459	cl11966	NT_Pol-beta-like superfamily	 - 	 - 
Q#2149 - >Tb927.7.3780	specific	282743	372	552	1.46531e-25	102.272	pfam04926	PAP_RNA-bind	 - 	cl08427
Q#2150 - >Tb927.2.4090	superfamily	304359	36	212	3.12597e-32	116.267	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#2153 - >Tb927.7.5610	superfamily	295369	265	424	2.68507e-09	58.1152	cl02567	WD40 superfamily	N	 - 
Q#2153 - >Tb927.7.5610	superfamily	293689	59	236	1.78718e-05	47.277	cl25313	TDA11 superfamily	C	 - 
Q#2153 - >Tb927.7.5610	superfamily	304877	834	890	0.00330628	38.0726	cl23720	RILP-like superfamily	N	 - 
Q#2153 - >Tb927.7.5610	multi-dom	225201	273	469	1.75578e-10	63.1839	COG2319	WD40	NC	 - 
Q#2153 - >Tb927.7.5610	multi-dom	285633	615	893	7.64157e-06	48.4523	pfam08457	Sfi1	C	 - 
Q#2154 - >Tb927.4.5290	specific	140237	1	382	0	754.037	PTZ00210	PTZ00210	 - 	cl21608
Q#2156 - >Tb927.11.11230	specific	280163	47	120	2.0739e-21	81.7572	pfam01929	Ribosomal_L14e	 - 	cl24141
Q#2156 - >Tb927.11.11230	specific	240512	7	79	1.02977e-16	69.8118	cd06088	KOW_RPL14	 - 	cl00354
